,Sentence,CompScore,PosScore,NegScore,NeuScore,PosFlag,NegFlag,NeuFlag
180,"A chauffeur in a uniform of robin’s-egg blue crossed my lawn early that Saturday morning with a surprisingly formal note from his employer: the honour would be entirely Gatsby’s, it said, if I would attend his “little party” that night.",0.7096,0.148,0.0,0.852,1,0,0
181,"He had seen me several times, and had intended to call on me long before, but a peculiar combination of circumstances had prevented it—signed Jay Gatsby, in a majestic hand.",0.7469,0.227,0.0,0.773,1,0,0
182,"I was immediately struck by the number of young Englishmen dotted about; all well dressed, all looking a little hungry, and all talking in low, earnest voices to solid and prosperous Americans.",0.743,0.296,0.106,0.597,1,0,0
183,I was sure that they were selling something: bonds or insurance or automobiles.,0.3182,0.173,0.0,0.827,1,0,0
184,They were at least agonizingly aware of the easy money in the vicinity and convinced that it was theirs for a few words in the right key.,0.3182,0.176,0.103,0.721,1,0,0
185,"Welcome or not, I found it necessary to attach myself to someone before I should begin to address cordial remarks to the passersby.",0.4588,0.13,0.0,0.87,1,0,0
186,"“I remembered you lived next door to—” She held my hand impersonally, as a promise that she’d take care of me in a minute, and gave ear to two girls in twin yellow dresses, who stopped at the foot of the steps.",0.7783,0.187,0.041,0.773,1,0,0
187,“Do you come to these parties often?” inquired Jordan of the girl beside her.,0.4019,0.172,0.0,0.828,1,0,0
188,"“The last one was the one I met you at,” answered the girl, in an alert confident voice.",0.6597,0.265,0.0,0.735,1,0,0
189,"“I like to come,” Lucille said.",0.3612,0.333,0.0,0.667,1,0,0
190,"“I never care what I do, so I always have a good time.",0.137,0.229,0.191,0.58,1,0,0
191,"Two hundred and sixty-five dollars.” “There’s something funny about a fellow that’ll do a thing like that,” said the other girl eagerly.",0.7906,0.32,0.0,0.68,1,0,0
192,The three Mr. Mumbles bent forward and listened eagerly.,0.3818,0.245,0.0,0.755,1,0,0
193,"“I heard that from a man who knew all about him, grew up with him in Germany,” he assured us positively.",0.7096,0.247,0.0,0.753,1,0,0
194,"“Oh, no,” said the first girl, “it couldn’t be that, because he was in the American army during the war.” As our credulity switched back to her she leaned forward with enthusiasm.",0.4404,0.086,0.0,0.914,1,0,0
195,It was testimony to the romantic speculation he inspired that there were whispers about him from those who had found little that it was necessary to whisper about in this world.,0.7096,0.169,0.0,0.831,1,0,0
196,"The first supper—there would be another one after midnight—was now being served, and Jordan invited me to join her own party, who were spread around a table on the other side of the garden.",0.5994,0.136,0.0,0.864,1,0,0
197,"Instead of rambling, this party had preserved a dignified homogeneity, and assumed to itself the function of representing the staid nobility of the countryside—East Egg condescending to West Egg and carefully on guard against its spectroscopic gaiety.",0.7798,0.192,0.0,0.808,1,0,0
198,"She couldn’t find him from the top of the steps, and he wasn’t on the veranda.",0.2023,0.107,0.0,0.893,1,0,0
199,"A stout, middle-aged man, with enormous owl-eyed spectacles, was sitting somewhat drunk on the edge of a great table, staring with unsteady concentration at the shelves of books.",0.5709,0.188,0.068,0.744,1,0,0
200,As we entered he wheeled excitedly around and examined Jordan from head to foot.,0.5106,0.202,0.0,0.798,1,0,0
201,“About what?” He waved his hand toward the bookshelves.,0.4939,0.286,0.0,0.714,1,0,0
202,I thought they’d be a nice durable cardboard.,0.4215,0.359,0.0,0.641,1,0,0
203,"Lemme show you.” Taking our scepticism for granted, he rushed to the bookcases and returned with Volume One of the Stoddard Lectures.",0.0516,0.084,0.076,0.84,1,0,0
204,“See!” he cried triumphantly.,0.2481,0.438,0.317,0.244,1,0,0
205,It’s a triumph.,0.4767,0.756,0.0,0.244,1,0,0
206,But what do you want?,0.0772,0.245,0.0,0.755,1,0,0
207,"Most people were brought.” Jordan looked at him alertly, cheerfully, without answering.",0.4767,0.22,0.0,0.78,1,0,0
208,"There was dancing now on the canvas in the garden; old men pushing young girls backward in eternal graceless circles, superior couples holding each other tortuously, fashionably, and keeping in the corners—and a great number of single girls dancing individually or relieving the orchestra for a moment of the burden of the banjo or the traps.",0.8176,0.18,0.046,0.774,1,0,0
209,By midnight the hilarity had increased.,0.2732,0.296,0.0,0.704,1,0,0
210,"A celebrated tenor had sung in Italian, and a notorious contralto had sung in jazz, and between the numbers people were doing “stunts” all over the garden, while happy, vacuous bursts of laughter rose toward the summer sky.",0.8271,0.233,0.064,0.703,1,0,0
211,"A pair of stage twins, who turned out to be the girls in yellow, did a baby act in costume, and champagne was served in glasses bigger than finger-bowls.",0.296,0.078,0.0,0.922,1,0,0
212,"We were sitting at a table with a man of about my age and a rowdy little girl, who gave way upon the slightest provocation to uncontrollable laughter.",0.1779,0.111,0.087,0.801,1,0,0
213,I was enjoying myself now.,0.5267,0.531,0.0,0.469,1,0,0
214,"I had taken two finger-bowls of champagne, and the scene had changed before my eyes into something significant, elemental, and profound.",0.4588,0.182,0.0,0.818,1,0,0
215,At a lull in the entertainment the man looked at me and smiled.,0.743,0.387,0.0,0.613,1,0,0
216,“Weren’t you in the First Division during the war?” “Why yes.,0.4019,0.213,0.0,0.787,1,0,0
217,"I knew I’d seen you somewhere before.” We talked for a moment about some wet, grey little villages in France.",0.0516,0.066,0.0,0.934,1,0,0
218,Just near the shore along the Sound.” “What time?” “Any time that suits you best.” It was on the tip of my tongue to ask his name when Jordan looked around and smiled.,0.5423,0.099,0.0,0.901,1,0,0
219,“This is an unusual party for me.,0.4019,0.31,0.0,0.69,1,0,0
220,I’m afraid I’m not a very good host.” He smiled understandingly—much more than understandingly.,0.2209,0.204,0.153,0.642,1,0,0
221,"It was one of those rare smiles with a quality of eternal reassurance in it, that you may come across four or five times in life.",0.6808,0.196,0.0,0.804,1,0,0
222,"It faced—or seemed to face—the whole eternal world for an instant, and then concentrated on you with an irresistible prejudice in your favour.",0.25,0.185,0.115,0.699,1,0,0
223,"It understood you just so far as you wanted to be understood, believed in you as you would like to believe in yourself, and assured you that it had precisely the impression of you that, at your best, you hoped to convey.",0.9136,0.27,0.0,0.73,1,0,0
224,"Precisely at that point it vanished—and I was looking at an elegant young roughneck, a year or two over thirty, whose elaborate formality of speech just missed being absurd.",0.2263,0.102,0.073,0.825,1,0,0
225,Some time before he introduced himself I’d got a strong impression that he was picking his words with care.,0.8126,0.359,0.0,0.641,1,0,0
226,"“If you want anything just ask for it, old sport,” he urged me.",0.0772,0.098,0.0,0.902,1,0,0
227,I will rejoin you later.” When he was gone I turned immediately to Jordan—constrained to assure her of my surprise.,0.5423,0.22,0.0,0.78,1,0,0
228,"And what does he do?” “Now you’re started on the subject,” she answered with a wan smile.",0.3612,0.143,0.0,0.857,1,0,0
229,“And I like large parties.,0.6369,0.722,0.0,0.278,1,0,0
230,"At small parties there isn’t any privacy.” There was the boom of a bass drum, and the voice of the orchestra leader rang out suddenly above the echolalia of the garden.",0.4019,0.085,0.0,0.915,1,0,0
231,"“At the request of Mr. Gatsby we are going to play for you Mr. Vladmir Tostoff’s latest work, which attracted so much attention at Carnegie Hall last May.",0.6369,0.167,0.0,0.833,1,0,0
232,"If you read the papers you know there was a big sensation.” He smiled with jovial condescension, and added: “Some sensation!” Whereupon everybody laughed.",0.8655,0.326,0.0,0.674,1,0,0
233,His tanned skin was drawn attractively tight on his face and his short hair looked as though it were trimmed every day.,0.4939,0.132,0.0,0.868,1,0,0
234,I could see nothing sinister about him.,0.4847,0.386,0.0,0.614,1,0,0
235,"I wondered if the fact that he was not drinking helped to set him off from his guests, for it seemed to me that he grew more correct as the fraternal hilarity increased.",0.2732,0.063,0.0,0.937,1,0,0
236,"“I beg your pardon, but Mr. Gatsby would like to speak to you alone.” “With me?” she exclaimed in surprise.",0.7615,0.308,0.0,0.692,1,0,0
237,"I noticed that she wore her evening-dress, all her dresses, like sports clothes—there was a jauntiness about her movements as if she had first learned to walk upon golf courses on clean, crisp mornings.",0.6369,0.148,0.0,0.852,1,0,0
238,"Eluding Jordan’s undergraduate, who was now engaged in an obstetrical conversation with two chorus girls, and who implored me to join him, I went inside.",0.5994,0.182,0.0,0.818,1,0,0
239,"One of the girls in yellow was playing the piano, and beside her stood a tall, red-haired young lady from a famous chorus, engaged in song.",0.5423,0.17,0.0,0.83,1,0,0
240,"The tears coursed down her cheeks—not freely, however, for when they came into contact with her heavily beaded eyelashes they assumed an inky colour, and pursued the rest of their way in slow black rivulets.",0.25,0.077,0.05,0.873,1,0,0
241,"A humorous suggestion was made that she sing the notes on her face, whereupon she threw up her hands, sank into a chair, and went off into a deep vinous sleep.",0.3818,0.088,0.0,0.912,1,0,0
242,"Even Jordan’s party, the quartet from East Egg, were rent asunder by dissension.",0.4019,0.184,0.0,0.816,1,0,0
243,"One of the men was talking with curious intensity to a young actress, and his wife, after attempting to laugh at the situation in a dignified and indifferent way, broke down entirely and resorted to flank attacks—at intervals she appeared suddenly at his side like an angry diamond, and hissed: “You promised!” into his ear.",0.75,0.213,0.118,0.67,1,0,0
244,"He was saying some last word to her, but the eagerness in his manner tightened abruptly into formality as several people approached him to say goodbye.",0.5499,0.124,0.0,0.876,1,0,0
245,"“I’ve just heard the most amazing thing,” she whispered.",0.624,0.338,0.0,0.662,1,0,0
246,“But I swore I wouldn’t tell it and here I am tantalizing you.” She yawned gracefully in my face.,0.5267,0.185,0.0,0.815,1,0,0
247,“Please come and see me … Phone book … Under the name of Mrs. Sigourney Howard … My aunt …” She was hurrying off as she talked—her brown hand waved a jaunty salute as she melted into her party at the door.,0.7964,0.188,0.0,0.812,1,0,0
248,I wanted to explain that I’d hunted for him early in the evening and to apologize for not having known him in the garden.,0.1027,0.06,0.0,0.94,1,0,0
249,"“Don’t mention it,” he enjoined me eagerly.",0.3818,0.302,0.0,0.698,1,0,0
250,"“Don’t give it another thought, old sport.” The familiar expression held no more familiarity than the hand which reassuringly brushed my shoulder.",0.5859,0.221,0.081,0.699,1,0,0
251,"Tell them I’ll be right there … Good night.” “Good night.” “Good night.” He smiled—and suddenly there seemed to be a pleasant significance in having been among the last to go, as if he had desired it all the time.",0.8555,0.234,0.0,0.766,1,0,0
252,"“Good night, old sport … Good night.” But as I walked down the steps I saw that the evening was not quite over.",0.4404,0.132,0.0,0.868,1,0,0
253,"The sharp jut of a wall accounted for the detachment of the wheel, which was now getting considerable attention from half a dozen curious chauffeurs.",0.3182,0.095,0.0,0.905,1,0,0
254,“Do you want to commit suicide?” “You’re lucky it was just a wheel!,0.68,0.423,0.0,0.577,1,0,0
255,“Wha’s matter?” he inquired calmly.,0.3182,0.365,0.0,0.635,1,0,0
256,"Then, taking a long breath and straightening his shoulders, he remarked in a determined voice: “Wonder’ff tell me where there’s a gas’line station?” At least a dozen men, some of them a little better off than he was, explained to him that wheel and car were no longer joined by any physical bond.",0.4228,0.096,0.042,0.862,1,0,0
257,"A wafer of a moon was shining over Gatsby’s house, making the night fine as before, and surviving the laughter and the sound of his still glowing garden.",0.7351,0.238,0.0,0.762,1,0,0
258,"A sudden emptiness seemed to flow now from the windows and the great doors, endowing with complete isolation the figure of the host, who stood on the porch, his hand up in a formal gesture of farewell.",0.4019,0.166,0.128,0.706,1,0,0
259,"Reading over what I have written so far, I see I have given the impression that the events of three nights several weeks apart were all that absorbed me.",0.2263,0.071,0.0,0.929,1,0,0
260,"On the contrary, they were merely casual events in a crowded summer, and, until much later, they absorbed me infinitely less than my personal affairs.",0.2023,0.073,0.0,0.927,1,0,0
261,In the early morning the sun threw my shadow westward as I hurried down the white chasms of lower New York to the Probity Trust.,0.2732,0.12,0.08,0.8,1,0,0
262,"There were generally a few rioters around, but they never came into the library, so it was a good place to work.",0.6423,0.183,0.0,0.817,1,0,0
263,"I began to like New York, the racy, adventurous feel of it at night, and the satisfaction that the constant flicker of men and women and machines gives to the restless eye.",0.6908,0.211,0.057,0.732,1,0,0
264,"I liked to walk up Fifth Avenue and pick out romantic women from the crowd and imagine that in a few minutes I was going to enter into their lives, and no one would ever know or disapprove.",0.5106,0.139,0.055,0.806,1,0,0
265,"Sometimes, in my mind, I followed them to their apartments on the corners of hidden streets, and they turned and smiled back at me before they faded through a door into warm darkness.",0.5267,0.153,0.056,0.791,1,0,0
266,"Forms leaned together in the taxis as they waited, and voices sang, and there was laughter from unheard jokes, and lighted cigarettes made unintelligible circles inside.",0.6369,0.178,0.0,0.822,1,0,0
267,"Imagining that I, too, was hurrying towards gaiety and sharing their intimate excitement, I wished them well.",0.7964,0.384,0.0,0.616,1,0,0
268,"At first I was flattered to go places with her, because she was a golf champion, and everyone knew her name.",0.7579,0.277,0.0,0.723,1,0,0
269,"I wasn’t actually in love, but I felt a sort of tender curiosity.",0.3818,0.224,0.0,0.776,1,0,0
270,"Jordan Baker instinctively avoided clever, shrewd men, and now I saw that this was because she felt safer on a plane where any divergence from a code would be thought impossible.",0.5267,0.175,0.072,0.753,1,0,0
271,"She wasn’t able to endure being at a disadvantage and, given this unwillingness, I suppose she had begun dealing in subterfuges when she was very young in order to keep that cool, insolent smile turned to the world and yet satisfy the demands of her hard, jaunty body.",0.7003,0.185,0.077,0.738,1,0,0
272,"Dishonesty in a woman is a thing you never blame deeply—I was casually sorry, and then I forgot.",0.3476,0.219,0.076,0.704,1,0,0
273,It was on that same house-party that we had a curious conversation about driving a car.,0.3182,0.15,0.0,0.85,1,0,0
274,"“Either you ought to be more careful, or you oughtn’t to drive at all.” “I am careful.” “No, you’re not.” “Well, other people are,” she said lightly.",0.2247,0.068,0.0,0.932,1,0,0
275,"“It takes two to make an accident.” “Suppose you met somebody just as careless as yourself.” “I hope I never will,” she answered.",0.1027,0.114,0.098,0.787,1,0,0
276,"That’s why I like you.” Her grey, sun-strained eyes stared straight ahead, but she had deliberately shifted our relations, and for a moment I thought I loved her.",0.8248,0.325,0.0,0.675,1,0,0
277,"But I am slow-thinking and full of interior rules that act as brakes on my desires, and I knew that first I had to get myself definitely out of that tangle back home.",0.4019,0.085,0.0,0.915,1,0,0
278,"I’d been writing letters once a week and signing them: “Love, Nick,” and all I could think of was how, when that certain girl played tennis, a faint moustache of perspiration appeared on her upper lip.",0.5423,0.127,0.0,0.873,1,0,0
279,"Everyone suspects himself of at least one of the cardinal virtues, and this is mine: I am one of the few honest people that I have ever known.",0.5267,0.186,0.077,0.737,1,0,0
280,"It is an old timetable now, disintegrating at its folds, and headed “This schedule in effect July 5th, 1922.” But I can still read the grey names, and they will give you a better impression than my generalities of those who accepted Gatsby’s hospitality and paid him the subtle tribute of knowing nothing whatever about him.",0.7269,0.139,0.0,0.861,1,0,0
281,"And the Hornbeams and the Willie Voltaires, and a whole clan named Blackbuck, who always gathered in a corner and flipped up their noses like goats at whosoever came near.",0.3612,0.085,0.0,0.915,1,0,0
282,"And the Ismays and the Chrysties (or rather Hubert Auerbach and Mr. Chrystie’s wife), and Edgar Beaver, whose hair, they say, turned cotton-white one winter afternoon for no good reason at all.",0.1779,0.083,0.063,0.855,1,0,0
283,"The Dancies came, too, and S. B. Whitebait, who was well over sixty, and Maurice A. Flink, and the Hammerheads, and Beluga the tobacco importer, and Beluga’s girls.",0.2732,0.072,0.0,0.928,1,0,0
284,"From West Egg came the Poles and the Mulreadys and Cecil Roebuck and Cecil Schoen and Gulick the State senator and Newton Orchid, who controlled Films Par Excellence, and Eckhaust and Clyde Cohen and Don S. Schwartz (the son) and Arthur McCarty, all connected with the movies in one way or another.",0.6249,0.074,0.0,0.926,1,0,0
285,"(“Rot-Gut”) Ferret and the De Jongs and Ernest Lilly—they came to gamble, and when Ferret wandered into the garden it meant he was cleaned out and Associated Traction would have to fluctuate profitably next day.",0.3818,0.071,0.0,0.929,1,0,0
286,"I have forgotten their names—Jaqueline, I think, or else Consuela, or Gloria or Judy or June, and their last names were either the melodious names of flowers and months or the sterner ones of the great American capitalists whose cousins, if pressed, they would confess themselves to be.",0.4939,0.082,0.038,0.88,1,0,0
287,"At nine o’clock, one morning late in July, Gatsby’s gorgeous car lurched up the rocky drive to my door and gave out a burst of melody from its three-noted horn.",0.6124,0.125,0.0,0.875,1,0,0
288,"It was the first time he had called on me, though I had gone to two of his parties, mounted in his hydroplane, and, at his urgent invitation, made frequent use of his beach.",0.5423,0.127,0.0,0.873,1,0,0
289,He was never quite still; there was always a tapping foot somewhere or the impatient opening and closing of a hand.,0.25,0.143,0.098,0.759,1,0,0
290,He saw me looking with admiration at his car.,0.5423,0.304,0.0,0.696,1,0,0
291,"“It’s pretty, isn’t it, old sport?” He jumped off to give me a better view.",0.7269,0.337,0.0,0.663,1,0,0
292,"It was a rich cream colour, bright with nickel, swollen here and there in its monstrous length with triumphant hatboxes and supper-boxes and toolboxes, and terraced with a labyrinth of windshields that mirrored a dozen suns.",0.872,0.248,0.0,0.752,1,0,0
293,"So my first impression, that he was a person of some undefined consequence, had gradually faded and he had become simply the proprietor of an elaborate roadhouse next door.",0.2878,0.074,0.0,0.926,1,0,0
294,We hadn’t reached West Egg village before Gatsby began leaving his elegant sentences unfinished and slapping himself indecisively on the knee of his caramel-coloured suit.,0.4588,0.201,0.06,0.739,1,0,0
295,“I’ll tell you God’s truth.” His right hand suddenly ordered divine retribution to stand by.,0.7783,0.343,0.0,0.657,1,0,0
296,“What part of the Middle West?” I inquired casually.,0.1779,0.195,0.0,0.805,1,0,0
297,"For a moment I suspected that he was pulling my leg, but a glance at him convinced me otherwise.",0.4767,0.187,0.076,0.737,1,0,0
298,"“After that I lived like a young rajah in all the capitals of Europe—Paris, Venice, Rome—collecting jewels, chiefly rubies, hunting big game, painting a little, things for myself only, and trying to forget something very sad that had happened to me long ago.” With an effort I managed to restrain my incredulous laughter.",0.5279,0.15,0.091,0.759,1,0,0
299,"It was a great relief, and I tried very hard to die, but I seemed to bear an enchanted life.",0.6214,0.334,0.164,0.501,1,0,0
300,I accepted a commission as first lieutenant when it began.,0.2732,0.231,0.0,0.769,1,0,0
301,"I was promoted to be a major, and every Allied government gave me a decoration—even Montenegro, little Montenegro down on the Adriatic Sea!” Little Montenegro!",0.5242,0.139,0.0,0.861,1,0,0
302,He lifted up the words and nodded at them—with his smile.,0.3612,0.2,0.0,0.8,1,0,0
303,The smile comprehended Montenegro’s troubled history and sympathized with the brave struggles of the Montenegrin people.,0.1027,0.252,0.235,0.513,1,0,0
304,It appreciated fully the chain of national circumstances which had elicited this tribute from Montenegro’s warm little heart.,0.6369,0.245,0.0,0.755,1,0,0
305,My incredulity was submerged in fascination now; it was like skimming hastily through a dozen magazines.,0.6908,0.305,0.0,0.695,1,0,0
306,"He reached in his pocket, and a piece of metal, slung on a ribbon, fell into my palm.",0.1027,0.085,0.0,0.915,1,0,0
307,"There was Gatsby, looking a little, not much, younger—with a cricket bat in his hand.",0.4939,0.211,0.0,0.789,1,0,0
308,Then it was all true.,0.4215,0.412,0.0,0.588,1,0,0
309,"I saw the skins of tigers flaming in his palace on the Grand Canal; I saw him opening a chest of rubies to ease, with their crimson-lighted depths, the gnawings of his broken heart.",0.34,0.15,0.085,0.765,1,0,0
310,"“I’m going to make a big request of you today,” he said, pocketing his souvenirs with satisfaction, “so I thought you ought to know something about me.",0.4404,0.108,0.0,0.892,1,0,0
311,I didn’t want you to think I was just some nobody.,0.0772,0.14,0.0,0.86,1,0,0
312,"I happened to find out that you’re taking Miss Baker to tea.” “Do you mean you’re in love with Miss Baker?” “No, old sport, I’m not.",0.4588,0.143,0.109,0.748,1,0,0
313,"But Miss Baker has kindly consented to speak to you about this matter.” I hadn’t the faintest idea what “this matter” was, but I was more annoyed than interested.",0.2278,0.177,0.15,0.673,1,0,0
314,"I was sure the request would be something utterly fantastic, and for a moment I was sorry I’d ever set foot upon his overpopulated lawn.",0.7089,0.234,0.049,0.717,1,0,0
315,"“Right you are,” agreed the policeman, tipping his cap.",0.2732,0.208,0.0,0.792,1,0,0
316,Excuse me!” “What was that?” I inquired.,0.1511,0.242,0.0,0.758,1,0,0
317,"“The picture of Oxford?” “I was able to do the commissioner a favour once, and he sends me a Christmas card every year.” Over the great bridge, with the sunlight through the girders making a constant flicker upon the moving cars, with the city rising up across the river in white heaps and sugar lumps all built with a wish out of nonolfactory money.",0.8658,0.145,0.0,0.855,1,0,0
318,"The city seen from the Queensboro Bridge is always the city seen for the first time, in its first wild promise of all the mystery and the beauty in the world.",0.7269,0.174,0.0,0.826,1,0,0
319,"A dead man passed us in a hearse heaped with blooms, followed by two carriages with drawn blinds, and by more cheerful carriages for friends.",0.3804,0.221,0.138,0.641,1,0,0
320,"The friends looked out at us with the tragic eyes and short upper lips of southeastern Europe, and I was glad that the sight of Gatsby’s splendid car was included in their sombre holiday.",0.8625,0.289,0.069,0.642,1,0,0
321,I laughed aloud as the yolks of their eyeballs rolled toward us in haughty rivalry.,0.4588,0.188,0.0,0.812,1,0,0
322,"Blinking away the brightness of the street outside, my eyes picked him out obscurely in the anteroom, talking to another man.",0.3818,0.115,0.0,0.885,1,0,0
323,"Carraway, this is my friend Mr. Wolfshiem.” A small, flat-nosed Jew raised his large head and regarded me with two fine growths of hair which luxuriated in either nostril.",0.6124,0.161,0.0,0.839,1,0,0
324,"“—So I took one look at him,” said Mr. Wolfshiem, shaking my hand earnestly, “and what do you think I did?” “What?” I inquired politely.",0.4329,0.141,0.067,0.792,1,0,0
325,"But evidently he was not addressing me, for he dropped my hand and covered Gatsby with his expressive nose.",0.4939,0.151,0.0,0.849,1,0,0
326,"“This is a nice restaurant here,” said Mr. Wolfshiem, looking at the presbyterian nymphs on the ceiling.",0.4215,0.157,0.0,0.843,1,0,0
327,"“But I like across the street better!” “Yes, highballs,” agreed Gatsby, and then to Mr. Wolfshiem: “It’s too hot over there.” “Hot and small—yes,” said Mr. Wolfshiem, “but full of memories.” “What place is that?” I asked.",0.5983,0.129,0.0,0.871,1,0,0
328,Filled with friends gone now forever.,0.4767,0.383,0.0,0.617,1,0,0
329,When it was almost morning the waiter came up to him with a funny look and says somebody wants to speak to him outside.,0.4404,0.116,0.0,0.884,1,0,0
330,"“ ‘Let the bastards come in here if they want you, Rosy, but don’t you, so help me, move outside this room.’ “It was four o’clock in the morning then, and if we’d of raised the blinds we’d of seen daylight.” “Did he go?” I asked innocently.",0.757,0.171,0.048,0.781,1,0,0
331,"“Five, with Becker.” His nostrils turned to me in an interested way.",0.4019,0.197,0.0,0.803,1,0,0
332,“I understand you’re looking for a business gonnegtion.” The juxtaposition of these two remarks was startling.,0.0772,0.085,0.0,0.915,1,0,0
333,“This is just a friend.,0.4939,0.516,0.0,0.484,1,0,0
334,"“I don’t like mysteries,” I answered, “and I don’t understand why you won’t come out frankly and tell me what you want.",0.4215,0.174,0.0,0.826,1,0,0
335,"“Miss Baker’s a great sportswoman, you know, and she’d never do anything that wasn’t all right.” Suddenly he looked at his watch, jumped up, and hurried from the room, leaving me with Mr. Wolfshiem at the table.",0.6249,0.105,0.0,0.895,1,0,0
336,Handsome to look at and a perfect gentleman.” “Yes.” “He’s an Oggsford man.” “Oh!” “He went to Oggsford College in England.,0.8016,0.285,0.0,0.715,1,0,0
337,"“Several years,” he answered in a gratified way.",0.3818,0.302,0.0,0.698,1,0,0
338,But I knew I had discovered a man of fine breeding after I talked with him an hour.,0.2023,0.122,0.0,0.878,1,0,0
339,I said to myself: ‘There’s the kind of man you’d like to take home and introduce to your mother and sister.’ ” He paused.,0.3612,0.106,0.0,0.894,1,0,0
340,“That’s a very interesting idea.” “Yeah.” He flipped his sleeves up under his coat.,0.4576,0.2,0.0,0.8,1,0,0
341,"“Yeah, Gatsby’s very careful about women.",0.2247,0.275,0.0,0.725,1,0,0
342,He would never so much as look at a friend’s wife.” When the subject of this instinctive trust returned to the table and sat down Mr. Wolfshiem drank his coffee with a jerk and got to his feet.,0.2263,0.083,0.06,0.856,1,0,0
343,"“I have enjoyed my lunch,” he said, “and I’m going to run off from you two young men before I outstay my welcome.” “Don’t hurry Meyer,” said Gatsby, without enthusiasm.",0.2249,0.101,0.074,0.826,1,0,0
344,Mr. Wolfshiem raised his hand in a sort of benediction.,0.4939,0.286,0.0,0.714,1,0,0
345,"“You’re very polite, but I belong to another generation,” he announced solemnly.",0.296,0.18,0.0,0.82,1,0,0
346,“You sit here and discuss your sports and your young ladies and your—” He supplied an imaginary noun with another wave of his hand.,0.4939,0.122,0.0,0.878,1,0,0
347,"“He becomes very sentimental sometimes,” explained Gatsby.",0.3804,0.302,0.0,0.698,1,0,0
348,“This is one of his sentimental days.,0.3182,0.277,0.0,0.723,1,0,0
349,It never occurred to me that one man could start to play with the faith of fifty million people—with the single-mindedness of a burglar blowing a safe.,0.7964,0.269,0.0,0.731,1,0,0
350,He’s a smart man.” I insisted on paying the check.,0.4019,0.278,0.0,0.722,1,0,0
351,“Where’ve you been?” he demanded eagerly.,0.1779,0.306,0.224,0.471,1,0,0
352,"One October day in nineteen-seventeen— (said Jordan Baker that afternoon, sitting up very straight on a straight chair in the tea-garden at the Plaza Hotel) —I was walking along from one place to another, half on the sidewalks and half on the lawns.",0.5245,0.099,0.0,0.901,1,0,0
353,I was happier on the lawns because I had on shoes from England with rubber knobs on the soles that bit into the soft ground.,0.5267,0.134,0.0,0.866,1,0,0
354,"She was just eighteen, two years older than me, and by far the most popular of all the young girls in Louisville.",0.4754,0.128,0.0,0.872,1,0,0
355,"She dressed in white, and had a little white roadster, and all day long the telephone rang in her house and excited young officers from Camp Taylor demanded the privilege of monopolizing her that night.",0.3612,0.128,0.089,0.783,1,0,0
356,They were so engrossed in each other that she didn’t see me until I was five feet away.,0.2769,0.117,0.0,0.883,1,0,0
357,"“Please come here.” I was flattered that she wanted to speak to me, because of all the older girls I admired her most.",0.7096,0.237,0.0,0.763,1,0,0
358,"Well, then, would I tell them that she couldn’t come that day?",0.2732,0.174,0.0,0.826,1,0,0
359,"The officer looked at Daisy while she was speaking, in a way that every young girl wants to be looked at sometime, and because it seemed romantic to me I have remembered the incident ever since.",0.4019,0.076,0.0,0.924,1,0,0
360,"By the next year I had a few beaux myself, and I began to play in tournaments, so I didn’t see Daisy very often.",0.34,0.112,0.0,0.888,1,0,0
361,"After that she didn’t play around with the soldiers any more, but only with a few flat-footed, shortsighted young men in town, who couldn’t get into the army at all.",0.1779,0.057,0.0,0.943,1,0,0
362,"She had a début after the armistice, and in February she was presumably engaged to a man from New Orleans.",0.4019,0.137,0.0,0.863,1,0,0
363,"He came down with a hundred people in four private cars, and hired a whole floor of the Muhlbach Hotel, and the day before the wedding he gave her a string of pearls valued at three hundred and fifty thousand dollars.",0.4404,0.073,0.0,0.927,1,0,0
364,She had a bottle of Sauterne in one hand and a letter in the other.,0.4939,0.211,0.0,0.789,1,0,0
365,"She took it into the tub with her and squeezed it up in a wet ball, and only let me leave it in the soap-dish when she saw that it was coming to pieces like snow.",0.3182,0.068,0.033,0.899,1,0,0
366,"She used to sit on the sand with his head in her lap by the hour, rubbing her fingers over his eyes and looking at him with unfathomable delight.",0.5994,0.122,0.0,0.878,1,0,0
367,"It was touching to see them together—it made you laugh in a hushed, fascinated way.",0.7717,0.358,0.0,0.642,1,0,0
368,"Daisy was popular in Chicago, as you know.",0.4215,0.286,0.0,0.714,1,0,0
369,"They moved with a fast crowd, all of them young and rich and wild, but she came out with an absolutely perfect reputation.",0.8312,0.28,0.0,0.72,1,0,0
370,It’s a great advantage not to drink among hard-drinking people.,0.7269,0.466,0.0,0.534,1,0,0
371,"Perhaps Daisy never went in for amour at all—and yet there’s something in that voice of hers … Well, about six weeks ago, she heard the name Gatsby for the first time in years.",0.2732,0.062,0.0,0.938,1,0,0
372,"The sun had gone down behind the tall apartments of the movie stars in the West Fifties, and the clear voices of children, already gathered like crickets on the grass, rose through the hot twilight:  “I’m the Sheik of Araby.",0.6249,0.118,0.0,0.882,1,0,0
373,Your love belongs to me.,0.6369,0.512,0.0,0.488,1,0,0
374,"He came alive to me, delivered suddenly from the womb of his purposeless splendour.",0.7003,0.326,0.0,0.674,1,0,0
