chap_num,para_num,sent_num,sent_str
3,71,0,of people I didn’t know—though here and there was a face I had noticed
3,72,0,on the commuting train
3,72,1, I was immediately struck by the number of
3,73,0,young Englishmen dotted about
3,73,1," all well dressed, all looking a little"
3,74,0,"hungry, and all talking in low, earnest voices to solid and prosperous"
3,75,0,Americans
3,75,1, I was sure that they were selling something
3,75,2, bonds or
3,76,0,insurance or automobiles
3,76,1, They were at least agonizingly aware of the
3,77,0,easy money in the vicinity and convinced that it was theirs for a few
3,78,0,words in the right key
3,79,0,"As soon as I arrived I made an attempt to find my host, but the two or"
3,80,0,three people of whom I asked his whereabouts stared at me in such an
3,81,0,"amazed way, and denied so vehemently any knowledge of his movements,"
3,82,0,that I slunk off in the direction of the cocktail table—the only place
3,83,0,in the garden where a single man could linger without looking
3,84,0,purposeless and alone
3,85,0,I was on my way to get roaring drunk from sheer embarrassment when
3,86,0,Jordan Baker came out of the house and stood at the head of the marble
3,87,0,"steps, leaning a little backward and looking with contemptuous"
3,88,0,interest down into the garden
3,89,0,"Welcome or not, I found it necessary to attach myself to someone"
3,90,0,before I should begin to address cordial remarks to the passersby
3,91,0,“Hello
3,91,1,"” I roared, advancing toward her"
3,91,2, My voice seemed unnaturally
3,92,0,loud across the garden
3,93,0,"“I thought you might be here,” she responded absently as I came up"
3,94,0,“I remembered you lived next door to—”
3,95,0,"She held my hand impersonally, as a promise that she’d take care of me"
3,96,0,"in a minute, and gave ear to two girls in twin yellow dresses, who"
3,97,0,stopped at the foot of the steps
3,98,0,“Hello
3,98,1,” they cried together
3,98,2, “Sorry you didn’t win
3,98,3,”
3,99,0,That was for the golf tournament
3,99,1, She had lost in the finals the week
3,100,0,before
3,101,0,"“You don’t know who we are,” said one of the girls in yellow, “but we"
3,102,0,met you here about a month ago
3,102,1,”
3,103,0,"“You’ve dyed your hair since then,” remarked Jordan, and I started,"
3,104,0,but the girls had moved casually on and her remark was addressed to
3,105,0,"the premature moon, produced like the supper, no doubt, out of a"
3,106,0,caterer’s basket
3,106,1," With Jordan’s slender golden arm resting in mine, we"
3,107,0,descended the steps and sauntered about the garden
3,107,1, A tray of
3,108,0,"cocktails floated at us through the twilight, and we sat down at a"
3,109,0,"table with the two girls in yellow and three men, each one introduced"
3,110,0,to us as Mr
3,110,1, Mumble
3,111,0,“Do you come to these parties often
3,111,1,” inquired Jordan of the girl
3,112,0,beside her
3,113,0,"“The last one was the one I met you at,” answered the girl, in an"
3,114,0,alert confident voice
3,114,1, She turned to her companion
3,114,2, “Wasn’t it for
3,115,0,"you, Lucille"
3,115,1,”
3,116,0,"It was for Lucille, too"
3,117,0,"“I like to come,” Lucille said"
3,117,1," “I never care what I do, so I always"
3,118,0,have a good time
3,118,1," When I was here last I tore my gown on a chair, and"
3,119,0,he asked me my name and address—inside of a week I got a package from
3,120,0,Croirier’s with a new evening gown in it
3,120,1,”
3,121,0,“Did you keep it
3,121,1,” asked Jordan
3,122,0,“Sure I did
3,122,1," I was going to wear it tonight, but it was too big in the"
3,123,0,bust and had to be altered
3,123,1, It was gas blue with lavender beads
3,123,2, Two
3,124,0,hundred and sixty-five dollars
3,124,1,”
3,125,0,"“There’s something funny about a fellow that’ll do a thing like that,”"
3,126,0,said the other girl eagerly
3,126,1, “He doesn’t want any trouble with
3,127,0,anybody
3,127,1,”
3,128,0,“Who doesn’t
3,128,1,” I inquired
3,129,0,“Gatsby
3,129,1, Somebody told me—”
3,130,0,The two girls and Jordan leaned together confidentially
3,131,0,“Somebody told me they thought he killed a man once
3,131,1,”
3,132,0,A thrill passed over all of us
3,132,1, The three Mr
3,132,2, Mumbles bent forward and
3,133,0,listened eagerly
3,134,0,"“I don’t think it’s so much that,” argued Lucille sceptically"
3,134,1, “It’s
3,135,0,more that he was a German spy during the war
3,135,1,”
3,136,0,One of the men nodded in confirmation
3,137,0,"“I heard that from a man who knew all about him, grew up with him in"
3,138,0,"Germany,” he assured us positively"
3,139,0,"“Oh, no,” said the first girl, “it couldn’t be that, because he was in"
3,140,0,the American army during the war
3,140,1,” As our credulity switched back to
3,141,0,her she leaned forward with enthusiasm
3,141,1, “You look at him sometimes
3,142,0,when he thinks nobody’s looking at him
3,142,1, I’ll bet he killed a man
3,142,2,”
3,143,0,She narrowed her eyes and shivered
3,143,1, Lucille shivered
3,143,2, We all turned
3,144,0,and looked around for Gatsby
3,144,1, It was testimony to the romantic
3,145,0,speculation he inspired that there were whispers about him from those
3,146,0,who had found little that it was necessary to whisper about in this
3,147,0,world
3,148,0,The first supper—there would be another one after midnight—was now
3,149,0,"being served, and Jordan invited me to join her own party, who were"
3,150,0,spread around a table on the other side of the garden
3,150,1, There were
3,151,0,"three married couples and Jordan’s escort, a persistent undergraduate"
3,152,0,"given to violent innuendo, and obviously under the impression that"
3,153,0,sooner or later Jordan was going to yield him up her person to a
3,154,0,greater or lesser degree
3,154,1," Instead of rambling, this party had"
3,155,0,"preserved a dignified homogeneity, and assumed to itself the function"
3,156,0,of representing the staid nobility of the countryside—East Egg
3,157,0,condescending to West Egg and carefully on guard against its
3,158,0,spectroscopic gaiety
3,159,0,"“Let’s get out,” whispered Jordan, after a somehow wasteful and"
3,160,0,inappropriate half-hour
3,160,1, “this is much too polite for me
3,160,2,”
3,161,0,"We got up, and she explained that we were going to find the host"
3,161,1, I
3,162,0,"had never met him, she said, and it was making me uneasy"
3,162,1, The
3,163,0,"undergraduate nodded in a cynical, melancholy way"
3,164,0,"The bar, where we glanced first, was crowded, but Gatsby was not"
3,165,0,there
3,165,1," She couldn’t find him from the top of the steps, and he wasn’t"
3,166,0,on the veranda
3,166,1," On a chance we tried an important-looking door, and"
3,167,0,"walked into a high Gothic library, panelled with carved English oak,"
3,168,0,and probably transported complete from some ruin overseas
3,169,0,"A stout, middle-aged man, with enormous owl-eyed spectacles, was"
3,170,0,"sitting somewhat drunk on the edge of a great table, staring with"
3,171,0,unsteady concentration at the shelves of books
3,171,1, As we entered he
3,172,0,wheeled excitedly around and examined Jordan from head to foot
3,173,0,“What do you think
3,173,1,” he demanded impetuously
3,174,0,“About what
3,174,1,”
3,175,0,He waved his hand toward the bookshelves
3,176,0,“About that
3,176,1, As a matter of fact you needn’t bother to ascertain
3,176,2, I
3,177,0,ascertained
3,177,1, They’re real
3,177,2,”
3,178,0,“The books
3,178,1,”
3,179,0,He nodded
3,180,0,“Absolutely real—have pages and everything
3,180,1, I thought they’d be a nice
3,181,0,durable cardboard
3,181,1," Matter of fact, they’re absolutely real"
3,181,2,  Pages
3,182,0,and—Here
3,182,1, Lemme show you
3,182,2,”
3,183,0,"Taking our scepticism for granted, he rushed to the bookcases and"
3,184,0,returned with Volume One of the Stoddard Lectures
3,185,0,“See
3,185,1,” he cried triumphantly
3,185,2, “It’s a bona-fide piece of printed
3,186,0,matter
3,186,1, It fooled me
3,186,2, This fella’s a regular Belasco
3,186,3, It’s a
3,187,0,triumph
3,187,1, What thoroughness
3,187,2, What realism
3,187,3," Knew when to stop,"
3,188,0,too—didn’t cut the pages
3,188,1, But what do you want
3,188,2, What do you expect
3,188,3,”
3,189,0,"He snatched the book from me and replaced it hastily on its shelf,"
3,190,0,muttering that if one brick was removed the whole library was liable
3,191,0,to collapse
3,192,0,“Who brought you
3,192,1,” he demanded
3,192,2, “Or did you just come
3,192,3, I was brought
3,193,0,Most people were brought
3,193,1,”
3,194,0,"Jordan looked at him alertly, cheerfully, without answering"
3,195,0,"“I was brought by a woman named Roosevelt,” he continued"
3,195,1, “Mrs
3,195,2, Claud
3,196,0,Roosevelt
3,196,1, Do you know her
3,196,2, I met her somewhere last night
3,196,3, I’ve been
3,197,0,"drunk for about a week now, and I thought it might sober me up to sit"
3,198,0,in a library
3,198,1,”
3,199,0,“Has it
3,199,1,”
3,200,0,"“A little bit, I think"
3,200,1, I can’t tell yet
3,200,2, I’ve only been here an hour
3,201,0,Did I tell you about the books
3,201,1, They’re real
3,201,2, They’re—”
3,202,0,“You told us
3,202,1,”
3,203,0,We shook hands with him gravely and went back outdoors
3,204,0,There was dancing now on the canvas in the garden
3,204,1, old men pushing
3,205,0,"young girls backward in eternal graceless circles, superior couples"
3,206,0,"holding each other tortuously, fashionably, and keeping in the"
3,207,0,corners—and a great number of single girls dancing individually or
3,208,0,relieving the orchestra for a moment of the burden of the banjo or the
3,209,0,traps
3,209,1, By midnight the hilarity had increased
3,209,2, A celebrated tenor had
3,210,0,"sung in Italian, and a notorious contralto had sung in jazz, and"
3,211,0,"between the numbers people were doing “stunts” all over the garden,"
3,212,0,"while happy, vacuous bursts of laughter rose toward the summer sky"
3,212,1, A
3,213,0,"pair of stage twins, who turned out to be the girls in yellow, did a"
3,214,0,"baby act in costume, and champagne was served in glasses bigger than"
3,215,0,finger-bowls
3,215,1," The moon had risen higher, and floating in the Sound was"
3,216,0,"a triangle of silver scales, trembling a little to the stiff, tinny"
3,217,0,drip of the banjoes on the lawn
3,218,0,I was still with Jordan Baker
3,218,1, We were sitting at a table with a man
3,219,0,"of about my age and a rowdy little girl, who gave way upon the"
3,220,0,slightest provocation to uncontrollable laughter
3,220,1, I was enjoying
3,221,0,myself now
3,221,1," I had taken two finger-bowls of champagne, and the scene"
3,222,0,"had changed before my eyes into something significant, elemental, and"
3,223,0,profound
3,224,0,At a lull in the entertainment the man looked at me and smiled
3,225,0,"“Your face is familiar,” he said politely"
3,225,1, “Weren’t you in the First
3,226,0,Division during the war
3,226,1,”
3,227,0,“Why yes
3,227,1, I was in the Twenty-eighth Infantry
3,227,2,”
3,228,0,“I was in the Sixteenth until June nineteen-eighteen
3,228,1, I knew I’d seen
3,229,0,you somewhere before
3,229,1,”
3,230,0,"We talked for a moment about some wet, grey little villages in France"
3,231,0,"Evidently he lived in this vicinity, for he told me that he had just"
3,232,0,"bought a hydroplane, and was going to try it out in the morning"
3,233,0,"“Want to go with me, old sport"
3,233,1, Just near the shore along the Sound
3,233,2,”
3,234,0,“What time
3,234,1,”
3,235,0,“Any time that suits you best
3,235,1,”
3,236,0,It was on the tip of my tongue to ask his name when Jordan looked
3,237,0,around and smiled
3,238,0,“Having a gay time now
3,238,1,” she inquired
3,239,0,“Much better
3,239,1,” I turned again to my new acquaintance
3,239,2, “This is an
3,240,0,unusual party for me
3,240,1, I haven’t even seen the host
3,240,2, I live over
3,241,0,"there—” I waved my hand at the invisible hedge in the distance, “and"
3,242,0,this man Gatsby sent over his chauffeur with an invitation
3,242,1,”
3,243,0,For a moment he looked at me as if he failed to understand
3,244,0,"“I’m Gatsby,” he said suddenly"
3,245,0,“What
3,245,1,” I exclaimed
3,245,2," “Oh, I beg your pardon"
3,245,3,”
3,246,0,"“I thought you knew, old sport"
3,246,1, I’m afraid I’m not a very good host
3,246,2,”
3,247,0,He smiled understandingly—much more than understandingly
3,247,1, It was one
3,248,0,"of those rare smiles with a quality of eternal reassurance in it, that"
3,249,0,you may come across four or five times in life
3,249,1, It faced—or seemed to
3,250,0,"face—the whole eternal world for an instant, and then concentrated on"
3,251,0,you with an irresistible prejudice in your favour
3,251,1, It understood you
3,252,0,"just so far as you wanted to be understood, believed in you as you"
3,253,0,"would like to believe in yourself, and assured you that it had"
3,254,0,"precisely the impression of you that, at your best, you hoped to"
3,255,0,convey
3,255,1, Precisely at that point it vanished—and I was looking at an
3,256,0,"elegant young roughneck, a year or two over thirty, whose elaborate"
3,257,0,formality of speech just missed being absurd
3,257,1, Some time before he
3,258,0,introduced himself I’d got a strong impression that he was picking his
3,259,0,words with care
3,260,0,Almost at the moment when Mr
3,260,1, Gatsby identified himself a butler
3,261,0,hurried toward him with the information that Chicago was calling him
3,262,0,on the wire
3,262,1, He excused himself with a small bow that included each of
3,263,0,us in turn
3,264,0,"“If you want anything just ask for it, old sport,” he urged me"
3,265,0,“Excuse me
3,265,1, I will rejoin you later
3,265,2,”
3,266,0,When he was gone I turned immediately to Jordan—constrained to assure
3,267,0,her of my surprise
3,267,1, I had expected that Mr
3,267,2, Gatsby would be a florid
3,268,0,and corpulent person in his middle years
3,269,0,“Who is he
3,269,1,” I demanded
3,269,2, “Do you know
3,269,3,”
3,270,0,“He’s just a man named Gatsby
3,270,1,”
3,271,0,"“Where is he from, I mean"
3,271,1, And what does he do
3,271,2,”
3,272,0,"“Now you’re started on the subject,” she answered with a wan smile"
3,273,0,"“Well, he told me once he was an Oxford man"
3,273,1,”
3,274,0,"A dim background started to take shape behind him, but at her next"
3,275,0,remark it faded away
3,276,0,"“However, I don’t believe it"
3,276,1,”
3,277,0,“Why not
3,277,1,”
3,278,0,"“I don’t know,” she insisted, “I just don’t think he went there"
3,278,1,”
3,279,0,Something in her tone reminded me of the other girl’s “I think he
3,280,0,"killed a man,” and had the effect of stimulating my curiosity"
3,280,1, I would
3,281,0,have accepted without question the information that Gatsby sprang from
3,282,0,the swamps of Louisiana or from the lower East Side of New York
3,282,1, That
3,283,0,was comprehensible
3,283,1, But young men didn’t—at least in my provincial
3,284,0,inexperience I believed they didn’t—drift coolly out of nowhere and
3,285,0,buy a palace on Long Island Sound
3,286,0,"“Anyhow, he gives large parties,” said Jordan, changing the subject"
3,287,0,with an urban distaste for the concrete
3,287,1, “And I like large parties
3,288,0,They’re so intimate
3,288,1, At small parties there isn’t any privacy
3,288,2,”
3,289,0,"There was the boom of a bass drum, and the voice of the orchestra"
3,290,0,leader rang out suddenly above the echolalia of the garden
3,291,0,"“Ladies and gentlemen,” he cried"
3,291,1, “At the request of Mr
3,291,2, Gatsby we are
3,292,0,going to play for you Mr
3,292,1," Vladmir Tostoff’s latest work, which"
3,293,0,attracted so much attention at Carnegie Hall last May
3,293,1, If you read the
3,294,0,papers you know there was a big sensation
3,294,1,” He smiled with jovial
3,295,0,"condescension, and added"
3,295,1, “Some sensation
3,295,2,” Whereupon everybody
3,296,0,laughed
3,297,0,"“The piece is known,” he concluded lustily, “as ‘Vladmir Tostoff’s"
3,298,0,Jazz History of the World
3,298,1,’ ”
3,299,0,The nature of Mr
3,299,1," Tostoff’s composition eluded me, because just as it"
3,300,0,"began my eyes fell on Gatsby, standing alone on the marble steps and"
3,301,0,looking from one group to another with approving eyes
3,301,1, His tanned skin
3,302,0,was drawn attractively tight on his face and his short hair looked as
3,303,0,though it were trimmed every day
3,303,1, I could see nothing sinister about
3,304,0,him
3,304,1, I wondered if the fact that he was not drinking helped to set him
3,305,0,"off from his guests, for it seemed to me that he grew more correct as"
3,306,0,the fraternal hilarity increased
3,306,1, When the “Jazz History of the World”
3,307,0,"was over, girls were putting their heads on men’s shoulders in a"
3,308,0,"puppyish, convivial way, girls were swooning backward playfully into"
3,309,0,"men’s arms, even into groups, knowing that someone would arrest their"
3,310,0,"falls—but no one swooned backward on Gatsby, and no French bob touched"
3,311,0,"Gatsby’s shoulder, and no singing quartets were formed with Gatsby’s"
3,312,0,head for one link
3,313,0,“I beg your pardon
3,313,1,”
3,314,0,Gatsby’s butler was suddenly standing beside us
3,315,0,“Miss Baker
3,315,1,” he inquired
3,315,2," “I beg your pardon, but Mr"
3,315,3, Gatsby would
3,316,0,like to speak to you alone
3,316,1,”
3,317,0,“With me
3,317,1,” she exclaimed in surprise
3,318,0,"“Yes, madame"
3,318,1,”
3,319,0,"She got up slowly, raising her eyebrows at me in astonishment, and"
3,320,0,followed the butler toward the house
3,320,1, I noticed that she wore her
3,321,0,"evening-dress, all her dresses, like sports clothes—there was a"
3,322,0,jauntiness about her movements as if she had first learned to walk
3,323,0,"upon golf courses on clean, crisp mornings"
3,324,0,I was alone and it was almost two
3,324,1, For some time confused and
3,325,0,"intriguing sounds had issued from a long, many-windowed room which"
3,326,0,overhung the terrace
3,326,1," Eluding Jordan’s undergraduate, who was now"
3,327,0,"engaged in an obstetrical conversation with two chorus girls, and who"
3,328,0,"implored me to join him, I went inside"
3,329,0,The large room was full of people
3,329,1, One of the girls in yellow was
3,330,0,"playing the piano, and beside her stood a tall, red-haired young lady"
3,331,0,"from a famous chorus, engaged in song"
3,331,1, She had drunk a quantity of
3,332,0,"champagne, and during the course of her song she had decided, ineptly,"
3,333,0,"that everything was very, very sad—she was not only singing, she was"
3,334,0,weeping too
3,334,1, Whenever there was a pause in the song she filled it with
3,335,0,"gasping, broken sobs, and then took up the lyric again in a quavering"
3,336,0,soprano
3,336,1," The tears coursed down her cheeks—not freely, however, for"
3,337,0,when they came into contact with her heavily beaded eyelashes they
3,338,0,"assumed an inky colour, and pursued the rest of their way in slow"
3,339,0,black rivulets
3,339,1, A humorous suggestion was made that she sing the notes
3,340,0,"on her face, whereupon she threw up her hands, sank into a chair, and"
3,341,0,went off into a deep vinous sleep
3,342,0,"“She had a fight with a man who says he’s her husband,” explained a"
3,343,0,girl at my elbow
3,344,0,I looked around
3,344,1, Most of the remaining women were now having fights
3,345,0,with men said to be their husbands
3,345,1," Even Jordan’s party, the quartet"
3,346,0,"from East Egg, were rent asunder by dissension"
3,346,1, One of the men was
3,347,0,"talking with curious intensity to a young actress, and his wife, after"
3,348,0,attempting to laugh at the situation in a dignified and indifferent
3,349,0,"way, broke down entirely and resorted to flank attacks—at intervals"
3,350,0,"she appeared suddenly at his side like an angry diamond, and hissed"
3,351,0,“You promised
3,351,1,” into his ear
3,352,0,The reluctance to go home was not confined to wayward men
3,352,1, The hall
3,353,0,was at present occupied by two deplorably sober men and their highly
3,354,0,indignant wives
3,354,1, The wives were sympathizing with each other in
3,355,0,slightly raised voices
3,356,0,“Whenever he sees I’m having a good time he wants to go home
3,356,1,”
3,357,0,“Never heard anything so selfish in my life
3,357,1,”
3,358,0,“We’re always the first ones to leave
3,358,1,”
3,359,0,“So are we
3,359,1,”
3,360,0,"“Well, we’re almost the last tonight,” said one of the men sheepishly"
3,361,0,“The orchestra left half an hour ago
3,361,1,”
3,362,0,In spite of the wives’ agreement that such malevolence was beyond
3,363,0,"credibility, the dispute ended in a short struggle, and both wives"
3,364,0,"were lifted, kicking, into the night"
3,365,0,As I waited for my hat in the hall the door of the library opened and
3,366,0,Jordan Baker and Gatsby came out together
3,366,1, He was saying some last
3,367,0,"word to her, but the eagerness in his manner tightened abruptly into"
3,368,0,formality as several people approached him to say goodbye
3,369,0,"Jordan’s party were calling impatiently to her from the porch, but she"
3,370,0,lingered for a moment to shake hands
3,371,0,"“I’ve just heard the most amazing thing,” she whispered"
3,371,1, “How long
3,372,0,were we in there
3,372,1,”
3,373,0,"“Why, about an hour"
3,373,1,”
3,374,0,"“It was … simply amazing,” she repeated abstractedly"
3,374,1, “But I swore I
3,375,0,wouldn’t tell it and here I am tantalizing you
3,375,1,” She yawned gracefully
3,376,0,in my face
3,376,1, “Please come and see me … Phone book … Under the name of
3,377,0,Mrs
3,377,1, Sigourney Howard … My aunt …” She was hurrying off as she
3,378,0,talked—her brown hand waved a jaunty salute as she melted into her
3,379,0,party at the door
3,380,0,"Rather ashamed that on my first appearance I had stayed so late, I"
3,381,0,"joined the last of Gatsby’s guests, who were clustered around him"
3,381,1, I
3,382,0,wanted to explain that I’d hunted for him early in the evening and to
3,383,0,apologize for not having known him in the garden
3,384,0,"“Don’t mention it,” he enjoined me eagerly"
3,384,1, “Don’t give it another
3,385,0,"thought, old sport"
3,385,1,” The familiar expression held no more familiarity
3,386,0,than the hand which reassuringly brushed my shoulder
3,386,1, “And don’t
3,387,0,"forget we’re going up in the hydroplane tomorrow morning, at nine"
3,388,0,o’clock
3,388,1,”
3,389,0,"Then the butler, behind his shoulder"
3,390,0,"“Philadelphia wants you on the phone, sir"
3,390,1,”
3,391,0,"“All right, in a minute"
3,391,1, Tell them I’ll be right there … Good night
3,391,2,”
3,392,0,“Good night
3,392,1,”
3,393,0,“Good night
3,393,1,” He smiled—and suddenly there seemed to be a pleasant
3,394,0,"significance in having been among the last to go, as if he had desired"
3,395,0,it all the time
3,395,1," “Good night, old sport … Good night"
3,395,2,”
3,396,0,But as I walked down the steps I saw that the evening was not quite
3,397,0,over
3,397,1, Fifty feet from the door a dozen headlights illuminated a
3,398,0,bizarre and tumultuous scene
3,398,1," In the ditch beside the road, right side"
3,399,0,"up, but violently shorn of one wheel, rested a new coupé which had"
3,400,0,left Gatsby’s drive not two minutes before
3,400,1, The sharp jut of a wall
3,401,0,"accounted for the detachment of the wheel, which was now getting"
3,402,0,considerable attention from half a dozen curious chauffeurs
3,402,1," However,"
3,403,0,"as they had left their cars blocking the road, a harsh, discordant din"
3,404,0,"from those in the rear had been audible for some time, and added to"
3,405,0,the already violent confusion of the scene
3,406,0,A man in a long duster had dismounted from the wreck and now stood in
3,407,0,"the middle of the road, looking from the car to the tyre and from the"
3,408,0,"tyre to the observers in a pleasant, puzzled way"
3,409,0,“See
3,409,1,” he explained
3,409,2, “It went in the ditch
3,409,3,”
3,410,0,"The fact was infinitely astonishing to him, and I recognized first the"
3,411,0,"unusual quality of wonder, and then the man—it was the late patron of"
3,412,0,Gatsby’s library
3,413,0,“How’d it happen
3,413,1,”
3,414,0,He shrugged his shoulders
3,415,0,"“I know nothing whatever about mechanics,” he said decisively"
3,416,0,“But how did it happen
3,416,1, Did you run into the wall
3,416,2,”
3,417,0,"“Don’t ask me,” said Owl Eyes, washing his hands of the whole"
3,418,0,matter
3,418,1, “I know very little about driving—next to nothing
3,418,2, It
3,419,0,"happened, and that’s all I know"
3,419,1,”
3,420,0,"“Well, if you’re a poor driver you oughtn’t to try driving at night"
3,420,1,”
3,421,0,"“But I wasn’t even trying,” he explained indignantly, “I wasn’t even"
3,422,0,trying
3,422,1,”
3,423,0,An awed hush fell upon the bystanders
3,424,0,“Do you want to commit suicide
3,424,1,”
3,425,0,“You’re lucky it was just a wheel
3,425,1, A bad driver and not even trying
3,425,2,”
3,426,0,"“You don’t understand,” explained the criminal"
3,426,1, “I wasn’t driving
3,427,0,There’s another man in the car
3,427,1,”
3,428,0,The shock that followed this declaration found voice in a sustained
3,429,0,“Ah-h-h
3,429,1,” as the door of the coupé swung slowly open
3,429,2, The crowd—it was
3,430,0,"now a crowd—stepped back involuntarily, and when the door had opened"
3,431,0,wide there was a ghostly pause
3,431,1," Then, very gradually, part by part, a"
3,432,0,"pale, dangling individual stepped out of the wreck, pawing tentatively"
3,433,0,at the ground with a large uncertain dancing shoe
3,434,0,Blinded by the glare of the headlights and confused by the incessant
3,435,0,"groaning of the horns, the apparition stood swaying for a moment"
3,436,0,before he perceived the man in the duster
3,437,0,“Wha’s matter
3,437,1,” he inquired calmly
3,437,2, “Did we run outa gas
3,437,3,”
3,438,0,“Look
3,438,1,”
3,439,0,Half a dozen fingers pointed at the amputated wheel—he stared at it
3,440,0,"for a moment, and then looked upward as though he suspected that it"
3,441,0,had dropped from the sky
3,442,0,"“It came off,” someone explained"
3,443,0,He nodded
3,444,0,“At first I din’ notice we’d stopped
3,444,1,”
3,445,0,A pause
3,445,1," Then, taking a long breath and straightening his shoulders,"
3,446,0,he remarked in a determined voice
3,447,0,“Wonder’ff tell me where there’s a gas’line station
3,447,1,”
3,448,0,"At least a dozen men, some of them a little better off than he was,"
3,449,0,explained to him that wheel and car were no longer joined by any
3,450,0,physical bond
3,451,0,"“Back out,” he suggested after a moment"
3,451,1, “Put her in reverse
3,451,2,”
3,452,0,“But the wheel’s off
3,452,1,”
3,453,0,He hesitated
3,454,0,"“No harm in trying,” he said"
3,455,0,The caterwauling horns had reached a crescendo and I turned away and
3,456,0,cut across the lawn toward home
3,456,1, I glanced back once
3,456,2, A wafer of a
3,457,0,"moon was shining over Gatsby’s house, making the night fine as before,"
3,458,0,and surviving the laughter and the sound of his still glowing garden
3,459,0,A sudden emptiness seemed to flow now from the windows and the great
3,460,0,"doors, endowing with complete isolation the figure of the host, who"
3,461,0,"stood on the porch, his hand up in a formal gesture of farewell"
3,462,0,------------------------------------------------------------------------
3,463,0,"Reading over what I have written so far, I see I have given the"
3,464,0,impression that the events of three nights several weeks apart were
3,465,0,all that absorbed me
3,465,1," On the contrary, they were merely casual events"
3,466,0,"in a crowded summer, and, until much later, they absorbed me"
3,467,0,infinitely less than my personal affairs
3,468,0,Most of the time I worked
3,468,1, In the early morning the sun threw my
3,469,0,shadow westward as I hurried down the white chasms of lower New York
3,470,0,to the Probity Trust
3,470,1, I knew the other clerks and young bond-salesmen
3,471,0,"by their first names, and lunched with them in dark, crowded"
3,472,0,restaurants on little pig sausages and mashed potatoes and coffee
3,472,1, I
3,473,0,even had a short affair with a girl who lived in Jersey City and
3,474,0,"worked in the accounting department, but her brother began throwing"
3,475,0,"mean looks in my direction, so when she went on her vacation in July I"
3,476,0,let it blow quietly away
3,477,0,I took dinner usually at the Yale Club—for some reason it was the
3,478,0,gloomiest event of my day—and then I went upstairs to the library and
3,479,0,studied investments and securities for a conscientious hour
3,479,1, There
3,480,0,"were generally a few rioters around, but they never came into the"
3,481,0,"library, so it was a good place to work"
3,481,1," After that, if the night was"
3,482,0,"mellow, I strolled down Madison Avenue past the old Murray Hill Hotel,"
3,483,0,and over 33rd Street to the Pennsylvania Station
3,484,0,"I began to like New York, the racy, adventurous feel of it at night,"
3,485,0,and the satisfaction that the constant flicker of men and women and
3,486,0,machines gives to the restless eye
3,486,1, I liked to walk up Fifth Avenue
3,487,0,and pick out romantic women from the crowd and imagine that in a few
3,488,0,"minutes I was going to enter into their lives, and no one would ever"
3,489,0,know or disapprove
3,489,1," Sometimes, in my mind, I followed them to their"
3,490,0,"apartments on the corners of hidden streets, and they turned and"
3,491,0,smiled back at me before they faded through a door into warm
3,492,0,darkness
3,492,1, At the enchanted metropolitan twilight I felt a haunting
3,493,0,"loneliness sometimes, and felt it in others—poor young clerks who"
3,494,0,loitered in front of windows waiting until it was time for a solitary
3,495,0,"restaurant dinner—young clerks in the dusk, wasting the most poignant"
3,496,0,moments of night and life
3,497,0,"Again at eight o’clock, when the dark lanes of the Forties were lined"
3,498,0,"five deep with throbbing taxicabs, bound for the theatre district, I"
3,499,0,felt a sinking in my heart
3,499,1, Forms leaned together in the taxis as they
3,500,0,"waited, and voices sang, and there was laughter from unheard jokes,"
3,501,0,and lighted cigarettes made unintelligible circles inside
3,501,1, Imagining
3,502,0,"that I, too, was hurrying towards gaiety and sharing their intimate"
3,503,0,"excitement, I wished them well"
3,504,0,"For a while I lost sight of Jordan Baker, and then in midsummer I"
3,505,0,found her again
3,505,1," At first I was flattered to go places with her,"
3,506,0,"because she was a golf champion, and everyone knew her name"
3,506,1, Then it
3,507,0,was something more
3,507,1," I wasn’t actually in love, but I felt a sort of"
3,508,0,tender curiosity
3,508,1, The bored haughty face that she turned to the world
3,509,0,"concealed something—most affectations conceal something eventually,"
3,510,0,even though they don’t in the beginning—and one day I found what it
3,511,0,was
3,511,1," When we were on a house-party together up in Warwick, she left a"
3,512,0,"borrowed car out in the rain with the top down, and then lied about"
3,513,0,it—and suddenly I remembered the story about her that had eluded me
3,514,0,that night at Daisy’s
3,514,1, At her first big golf tournament there was a
3,515,0,row that nearly reached the newspapers—a suggestion that she had moved
3,516,0,her ball from a bad lie in the semifinal round
3,516,1, The thing approached
3,517,0,the proportions of a scandal—then died away
3,517,1, A caddy retracted his
3,518,0,"statement, and the only other witness admitted that he might have been"
3,519,0,mistaken
3,519,1, The incident and the name had remained together in my mind
3,520,0,"Jordan Baker instinctively avoided clever, shrewd men, and now I saw"
3,521,0,that this was because she felt safer on a plane where any divergence
3,522,0,from a code would be thought impossible
3,522,1, She was incurably dishonest
3,523,0,"She wasn’t able to endure being at a disadvantage and, given this"
3,524,0,"unwillingness, I suppose she had begun dealing in subterfuges when she"
3,525,0,"was very young in order to keep that cool, insolent smile turned to"
3,526,0,"the world and yet satisfy the demands of her hard, jaunty body"
3,527,0,It made no difference to me
3,527,1, Dishonesty in a woman is a thing you
3,528,0,"never blame deeply—I was casually sorry, and then I forgot"
3,528,1, It was on
3,529,0,that same house-party that we had a curious conversation about driving
