line_num,token_num,token_str,term_str
1610,2,the,the
1610,3,war,war
1610,4,?,
1610,5,”,
1612,0,“,
1612,1,Why,why
1612,2,yes,yes
1612,3,.,
1612,4,I,i
1612,5,was,was
1612,6,in,in
1612,7,the,the
1612,8,Twenty-eighth,twentyeighth
1612,9,Infantry,infantry
1612,10,.,
1612,11,”,
1614,0,“,
1614,1,I,i
1614,2,was,was
1614,3,in,in
1614,4,the,the
1614,5,Sixteenth,sixteenth
1614,6,until,until
1614,7,June,june
1614,8,nineteen-eighteen,nineteeneighteen
1614,9,.,
1614,10,I,i
1614,11,knew,knew
1614,12,I,i
1614,13,’,
1614,14,d,d
1614,15,seen,seen
1615,0,you,you
1615,1,somewhere,somewhere
1615,2,before,before
1615,3,.,
1615,4,”,
1617,0,We,we
1617,1,talked,talked
1617,2,for,for
1617,3,a,a
1617,4,moment,moment
1617,5,about,about
1617,6,some,some
1617,7,wet,wet
1617,8,",",
1617,9,grey,grey
1617,10,little,little
1617,11,villages,villages
1617,12,in,in
1617,13,France,france
1617,14,.,
1618,0,Evidently,evidently
1618,1,he,he
1618,2,lived,lived
1618,3,in,in
1618,4,this,this
1618,5,vicinity,vicinity
1618,6,",",
1618,7,for,for
1618,8,he,he
1618,9,told,told
1618,10,me,me
1618,11,that,that
1618,12,he,he
1618,13,had,had
1618,14,just,just
1619,0,bought,bought
1619,1,a,a
1619,2,hydroplane,hydroplane
1619,3,",",
1619,4,and,and
1619,5,was,was
1619,6,going,going
1619,7,to,to
1619,8,try,try
1619,9,it,it
1619,10,out,out
1619,11,in,in
1619,12,the,the
1619,13,morning,morning
1619,14,.,
1621,0,“,
1621,1,Want,want
1621,2,to,to
1621,3,go,go
1621,4,with,with
1621,5,me,me
1621,6,",",
1621,7,old,old
1621,8,sport,sport
1621,9,?,
1621,10,Just,just
1621,11,near,near
1621,12,the,the
1621,13,shore,shore
1621,14,along,along
1621,15,the,the
1621,16,Sound,sound
1621,17,.,
1621,18,”,
1623,0,“,
1623,1,What,what
1623,2,time,time
1623,3,?,
1623,4,”,
1625,0,“,
1625,1,Any,any
1625,2,time,time
1625,3,that,that
1625,4,suits,suits
1625,5,you,you
1625,6,best,best
1625,7,.,
1625,8,”,
1627,0,It,it
1627,1,was,was
1627,2,on,on
1627,3,the,the
1627,4,tip,tip
1627,5,of,of
1627,6,my,my
1627,7,tongue,tongue
1627,8,to,to
1627,9,ask,ask
1627,10,his,his
1627,11,name,name
1627,12,when,when
1627,13,Jordan,jordan
1627,14,looked,looked
1628,0,around,around
1628,1,and,and
1628,2,smiled,smiled
1628,3,.,
1630,0,“,
1630,1,Having,having
1630,2,a,a
1630,3,gay,gay
1630,4,time,time
1630,5,now,now
1630,6,?,
1630,7,”,
1630,8,she,she
1630,9,inquired,inquired
1630,10,.,
1632,0,“,
1632,1,Much,much
1632,2,better.,better
1632,3,”,
1632,4,I,i
1632,5,turned,turned
1632,6,again,again
1632,7,to,to
1632,8,my,my
1632,9,new,new
1632,10,acquaintance,acquaintance
1632,11,.,
1632,12,“,
1632,13,This,this
1632,14,is,is
1632,15,an,an
1633,0,unusual,unusual
1633,1,party,party
1633,2,for,for
1633,3,me,me
1633,4,.,
1633,5,I,i
1633,6,haven,haven
1633,7,’,
1633,8,t,t
1633,9,even,even
1633,10,seen,seen
1633,11,the,the
1633,12,host,host
1633,13,.,
1633,14,I,i
1633,15,live,live
1633,16,over,over
1634,0,there—,there
1634,1,”,
1634,2,I,i
1634,3,waved,waved
1634,4,my,my
1634,5,hand,hand
1634,6,at,at
1634,7,the,the
1634,8,invisible,invisible
1634,9,hedge,hedge
1634,10,in,in
1634,11,the,the
1634,12,distance,distance
1634,13,",",
1634,14,“,
1634,15,and,and
1635,0,this,this
1635,1,man,man
1635,2,Gatsby,gatsby
1635,3,sent,sent
1635,4,over,over
1635,5,his,his
1635,6,chauffeur,chauffeur
1635,7,with,with
1635,8,an,an
1635,9,invitation,invitation
1635,10,.,
1635,11,”,
1637,0,For,for
1637,1,a,a
1637,2,moment,moment
1637,3,he,he
1637,4,looked,looked
1637,5,at,at
1637,6,me,me
1637,7,as,as
1637,8,if,if
1637,9,he,he
1637,10,failed,failed
1637,11,to,to
1637,12,understand,understand
1637,13,.,
1639,0,“,
1639,1,I,i
1639,2,’,
1639,3,m,m
1639,4,Gatsby,gatsby
1639,5,",",
1639,6,”,
1639,7,he,he
1639,8,said,said
1639,9,suddenly,suddenly
1639,10,.,
1641,0,“,
1641,1,What,what
1641,2,!,
1641,3,”,
1641,4,I,i
1641,5,exclaimed,exclaimed
1641,6,.,
1641,7,“,
1641,8,Oh,oh
1641,9,",",
1641,10,I,i
1641,11,beg,beg
1641,12,your,your
1641,13,pardon,pardon
1641,14,.,
1641,15,”,
1643,0,“,
1643,1,I,i
1643,2,thought,thought
1643,3,you,you
1643,4,knew,knew
1643,5,",",
1643,6,old,old
1643,7,sport,sport
1643,8,.,
1643,9,I,i
1643,10,’,
1643,11,m,m
1643,12,afraid,afraid
1643,13,I,i
1643,14,’,
1643,15,m,m
1643,16,not,not
1643,17,a,a
1643,18,very,very
1643,19,good,good
1643,20,host,host
1643,21,.,
1643,22,”,
1645,0,He,he
1645,1,smiled,smiled
1645,2,understandingly—much,understandinglymuch
1645,3,more,more
1645,4,than,than
1645,5,understandingly,understandingly
1645,6,.,
1645,7,It,it
1645,8,was,was
1645,9,one,one
1646,0,of,of
1646,1,those,those
1646,2,rare,rare
1646,3,smiles,smiles
1646,4,with,with
1646,5,a,a
1646,6,quality,quality
1646,7,of,of
1646,8,eternal,eternal
1646,9,reassurance,reassurance
1646,10,in,in
1646,11,it,it
1646,12,",",
1646,13,that,that
1647,0,you,you
1647,1,may,may
1647,2,come,come
1647,3,across,across
1647,4,four,four
1647,5,or,or
1647,6,five,five
1647,7,times,times
1647,8,in,in
1647,9,life,life
1647,10,.,
1647,11,It,it
1647,12,faced—or,facedor
1647,13,seemed,seemed
1647,14,to,to
1648,0,face—the,facethe
1648,1,whole,whole
1648,2,eternal,eternal
1648,3,world,world
1648,4,for,for
1648,5,an,an
1648,6,instant,instant
1648,7,",",
1648,8,and,and
1648,9,then,then
1648,10,concentrated,concentrated
1648,11,on,on
1649,0,you,you
1649,1,with,with
1649,2,an,an
1649,3,irresistible,irresistible
1649,4,prejudice,prejudice
1649,5,in,in
1649,6,your,your
1649,7,favour,favour
1649,8,.,
1649,9,It,it
1649,10,understood,understood
1649,11,you,you
1650,0,just,just
1650,1,so,so
1650,2,far,far
1650,3,as,as
1650,4,you,you
1650,5,wanted,wanted
1650,6,to,to
1650,7,be,be
1650,8,understood,understood
1650,9,",",
1650,10,believed,believed
1650,11,in,in
1650,12,you,you
1650,13,as,as
1650,14,you,you
1651,0,would,would
1651,1,like,like
1651,2,to,to
1651,3,believe,believe
1651,4,in,in
1651,5,yourself,yourself
1651,6,",",
1651,7,and,and
1651,8,assured,assured
1651,9,you,you
1651,10,that,that
1651,11,it,it
1651,12,had,had
1652,0,precisely,precisely
1652,1,the,the
1652,2,impression,impression
1652,3,of,of
1652,4,you,you
1652,5,that,that
1652,6,",",
1652,7,at,at
1652,8,your,your
1652,9,best,best
1652,10,",",
1652,11,you,you
1652,12,hoped,hoped
1652,13,to,to
1653,0,convey,convey
1653,1,.,
1653,2,Precisely,precisely
1653,3,at,at
1653,4,that,that
1653,5,point,point
1653,6,it,it
1653,7,vanished—and,vanishedand
1653,8,I,i
1653,9,was,was
1653,10,looking,looking
1653,11,at,at
1653,12,an,an
1654,0,elegant,elegant
1654,1,young,young
1654,2,roughneck,roughneck
1654,3,",",
1654,4,a,a
1654,5,year,year
1654,6,or,or
1654,7,two,two
1654,8,over,over
1654,9,thirty,thirty
1654,10,",",
1654,11,whose,whose
1654,12,elaborate,elaborate
1655,0,formality,formality
1655,1,of,of
1655,2,speech,speech
1655,3,just,just
1655,4,missed,missed
1655,5,being,being
1655,6,absurd,absurd
1655,7,.,
1655,8,Some,some
1655,9,time,time
1655,10,before,before
1655,11,he,he
1656,0,introduced,introduced
1656,1,himself,himself
1656,2,I,i
1656,3,’,
1656,4,d,d
1656,5,got,got
1656,6,a,a
1656,7,strong,strong
1656,8,impression,impression
1656,9,that,that
1656,10,he,he
1656,11,was,was
1656,12,picking,picking
1656,13,his,his
1657,0,words,words
1657,1,with,with
1657,2,care,care
1657,3,.,
1659,0,Almost,almost
1659,1,at,at
1659,2,the,the
1659,3,moment,moment
1659,4,when,when
1659,5,Mr.,mr
1659,6,Gatsby,gatsby
1659,7,identified,identified
1659,8,himself,himself
1659,9,a,a
1659,10,butler,butler
1660,0,hurried,hurried
1660,1,toward,toward
1660,2,him,him
1660,3,with,with
1660,4,the,the
1660,5,information,information
1660,6,that,that
1660,7,Chicago,chicago
1660,8,was,was
1660,9,calling,calling
1660,10,him,him
1661,0,on,on
1661,1,the,the
1661,2,wire,wire
1661,3,.,
1661,4,He,he
1661,5,excused,excused
1661,6,himself,himself
1661,7,with,with
1661,8,a,a
1661,9,small,small
1661,10,bow,bow
1661,11,that,that
1661,12,included,included
1661,13,each,each
1661,14,of,of
1662,0,us,us
1662,1,in,in
1662,2,turn,turn
1662,3,.,
1664,0,“,
1664,1,If,if
1664,2,you,you
1664,3,want,want
1664,4,anything,anything
1664,5,just,just
1664,6,ask,ask
1664,7,for,for
1664,8,it,it
1664,9,",",
1664,10,old,old
1664,11,sport,sport
1664,12,",",
1664,13,”,
1664,14,he,he
1664,15,urged,urged
1664,16,me,me
1664,17,.,
1665,0,“,
1665,1,Excuse,excuse
1665,2,me,me
1665,3,.,
1665,4,I,i
1665,5,will,will
1665,6,rejoin,rejoin
1665,7,you,you
1665,8,later,later
1665,9,.,
1665,10,”,
1667,0,When,when
1667,1,he,he
1667,2,was,was
1667,3,gone,gone
1667,4,I,i
1667,5,turned,turned
1667,6,immediately,immediately
1667,7,to,to
1667,8,Jordan—constrained,jordanconstrained
1667,9,to,to
1667,10,assure,assure
1668,0,her,her
1668,1,of,of
1668,2,my,my
1668,3,surprise,surprise
1668,4,.,
1668,5,I,i
1668,6,had,had
1668,7,expected,expected
1668,8,that,that
1668,9,Mr.,mr
1668,10,Gatsby,gatsby
1668,11,would,would
1668,12,be,be
1668,13,a,a
1668,14,florid,florid
1669,0,and,and
1669,1,corpulent,corpulent
1669,2,person,person
1669,3,in,in
1669,4,his,his
1669,5,middle,middle
1669,6,years,years
1669,7,.,
1671,0,“,
1671,1,Who,who
1671,2,is,is
1671,3,he,he
1671,4,?,
1671,5,”,
1671,6,I,i
1671,7,demanded,demanded
1671,8,.,
1671,9,“,
1671,10,Do,do
1671,11,you,you
1671,12,know,know
1671,13,?,
1671,14,”,
1673,0,“,
1673,1,He,he
1673,2,’,
1673,3,s,s
1673,4,just,just
1673,5,a,a
1673,6,man,man
1673,7,named,named
1673,8,Gatsby,gatsby
1673,9,.,
1673,10,”,
1675,0,“,
1675,1,Where,where
1675,2,is,is
1675,3,he,he
1675,4,from,from
1675,5,",",
1675,6,I,i
1675,7,mean,mean
1675,8,?,
1675,9,And,and
1675,10,what,what
1675,11,does,does
1675,12,he,he
1675,13,do,do
1675,14,?,
1675,15,”,
1677,0,“,
1677,1,Now,now
1677,2,you,you
1677,3,’,
1677,4,re,re
1677,5,started,started
1677,6,on,on
1677,7,the,the
1677,8,subject,subject
1677,9,",",
1677,10,”,
1677,11,she,she
1677,12,answered,answered
1677,13,with,with
1677,14,a,a
1677,15,wan,wan
1677,16,smile,smile
1677,17,.,
1678,0,“,
1678,1,Well,well
1678,2,",",
1678,3,he,he
1678,4,told,told
1678,5,me,me
1678,6,once,once
1678,7,he,he
1678,8,was,was
1678,9,an,an
1678,10,Oxford,oxford
1678,11,man,man
1678,12,.,
1678,13,”,
1680,0,A,a
1680,1,dim,dim
1680,2,background,background
1680,3,started,started
1680,4,to,to
1680,5,take,take
1680,6,shape,shape
1680,7,behind,behind
1680,8,him,him
1680,9,",",
1680,10,but,but
1680,11,at,at
1680,12,her,her
1680,13,next,next
1681,0,remark,remark
1681,1,it,it
1681,2,faded,faded
1681,3,away,away
1681,4,.,
1683,0,“,
1683,1,However,however
1683,2,",",
1683,3,I,i
1683,4,don,don
1683,5,’,
1683,6,t,t
1683,7,believe,believe
1683,8,it,it
1683,9,.,
1683,10,”,
1685,0,“,
1685,1,Why,why
1685,2,not,not
1685,3,?,
1685,4,”,
1687,0,“,
1687,1,I,i
1687,2,don,don
1687,3,’,
1687,4,t,t
1687,5,know,know
1687,6,",",
1687,7,”,
1687,8,she,she
1687,9,insisted,insisted
1687,10,",",
1687,11,“,
1687,12,I,i
1687,13,just,just
1687,14,don,don
1687,15,’,
1687,16,t,t
1687,17,think,think
1687,18,he,he
1687,19,went,went
1687,20,there,there
1687,21,.,
1687,22,”,
1689,0,Something,something
1689,1,in,in
1689,2,her,her
1689,3,tone,tone
1689,4,reminded,reminded
1689,5,me,me
1689,6,of,of
1689,7,the,the
1689,8,other,other
1689,9,girl,girl
1689,10,’,
1689,11,s,s
1689,12,“,
1689,13,I,i
1689,14,think,think
1689,15,he,he
1690,0,killed,killed
1690,1,a,a
1690,2,man,man
1690,3,",",
1690,4,”,
1690,5,and,and
1690,6,had,had
1690,7,the,the
1690,8,effect,effect
1690,9,of,of
1690,10,stimulating,stimulating
1690,11,my,my
1690,12,curiosity,curiosity
1690,13,.,
1690,14,I,i
1690,15,would,would
1691,0,have,have
1691,1,accepted,accepted
1691,2,without,without
1691,3,question,question
1691,4,the,the
1691,5,information,information
1691,6,that,that
1691,7,Gatsby,gatsby
1691,8,sprang,sprang
1691,9,from,from
1692,0,the,the
1692,1,swamps,swamps
1692,2,of,of
1692,3,Louisiana,louisiana
1692,4,or,or
1692,5,from,from
1692,6,the,the
1692,7,lower,lower
1692,8,East,east
1692,9,Side,side
1692,10,of,of
1692,11,New,new
1692,12,York,york
1692,13,.,
1692,14,That,that
1693,0,was,was
1693,1,comprehensible,comprehensible
1693,2,.,
1693,3,But,but
1693,4,young,young
1693,5,men,men
1693,6,didn,didn
1693,7,’,
1693,8,t—at,tat
1693,9,least,least
1693,10,in,in
1693,11,my,my
1693,12,provincial,provincial
1694,0,inexperience,inexperience
1694,1,I,i
1694,2,believed,believed
1694,3,they,they
1694,4,didn,didn
1694,5,’,
1694,6,t—drift,tdrift
1694,7,coolly,coolly
1694,8,out,out
1694,9,of,of
1694,10,nowhere,nowhere
1694,11,and,and
1695,0,buy,buy
1695,1,a,a
1695,2,palace,palace
1695,3,on,on
1695,4,Long,long
1695,5,Island,island
1695,6,Sound,sound
1695,7,.,
1697,0,“,
1697,1,Anyhow,anyhow
1697,2,",",
1697,3,he,he
1697,4,gives,gives
1697,5,large,large
1697,6,parties,parties
1697,7,",",
1697,8,”,
1697,9,said,said
1697,10,Jordan,jordan
1697,11,",",
1697,12,changing,changing
1697,13,the,the
1697,14,subject,subject
1698,0,with,with
1698,1,an,an
1698,2,urban,urban
1698,3,distaste,distaste
1698,4,for,for
1698,5,the,the
1698,6,concrete,concrete
1698,7,.,
1698,8,“,
1698,9,And,and
1698,10,I,i
1698,11,like,like
1698,12,large,large
1698,13,parties,parties
1698,14,.,
1699,0,They,they
1699,1,’,
1699,2,re,re
1699,3,so,so
1699,4,intimate,intimate
1699,5,.,
1699,6,At,at
1699,7,small,small
1699,8,parties,parties
1699,9,there,there
1699,10,isn,isn
1699,11,’,
1699,12,t,t
1699,13,any,any
1699,14,privacy,privacy
1699,15,.,
1699,16,”,
1701,0,There,there
1701,1,was,was
1701,2,the,the
1701,3,boom,boom
1701,4,of,of
1701,5,a,a
1701,6,bass,bass
1701,7,drum,drum
1701,8,",",
1701,9,and,and
1701,10,the,the
1701,11,voice,voice
1701,12,of,of
1701,13,the,the
1701,14,orchestra,orchestra
1702,0,leader,leader
1702,1,rang,rang
1702,2,out,out
1702,3,suddenly,suddenly
1702,4,above,above
1702,5,the,the
1702,6,echolalia,echolalia
1702,7,of,of
1702,8,the,the
1702,9,garden,garden
1702,10,.,
1704,0,“,
1704,1,Ladies,ladies
1704,2,and,and
1704,3,gentlemen,gentlemen
1704,4,",",
1704,5,”,
1704,6,he,he
1704,7,cried,cried
1704,8,.,
1704,9,“,
1704,10,At,at
1704,11,the,the
1704,12,request,request
1704,13,of,of
1704,14,Mr.,mr
1704,15,Gatsby,gatsby
1704,16,we,we
1704,17,are,are
1705,0,going,going
1705,1,to,to
1705,2,play,play
1705,3,for,for
1705,4,you,you
1705,5,Mr.,mr
1705,6,Vladmir,vladmir
1705,7,Tostoff,tostoff
1705,8,’,
1705,9,s,s
1705,10,latest,latest
1705,11,work,work
1705,12,",",
1705,13,which,which
1706,0,attracted,attracted
1706,1,so,so
1706,2,much,much
1706,3,attention,attention
1706,4,at,at
1706,5,Carnegie,carnegie
1706,6,Hall,hall
1706,7,last,last
1706,8,May,may
1706,9,.,
1706,10,If,if
1706,11,you,you
1706,12,read,read
1706,13,the,the
1707,0,papers,papers
1707,1,you,you
1707,2,know,know
1707,3,there,there
1707,4,was,was
1707,5,a,a
1707,6,big,big
1707,7,sensation.,sensation
1707,8,”,
1707,9,He,he
1707,10,smiled,smiled
1707,11,with,with
1707,12,jovial,jovial
1708,0,condescension,condescension
1708,1,",",
1708,2,and,and
1708,3,added,added
1708,4,:,
1708,5,“,
1708,6,Some,some
1708,7,sensation,sensation
1708,8,!,
1708,9,”,
1708,10,Whereupon,whereupon
1708,11,everybody,everybody
1709,0,laughed,laughed
1709,1,.,
1711,0,“,
1711,1,The,the
1711,2,piece,piece
1711,3,is,is
1711,4,known,known
1711,5,",",
1711,6,”,
1711,7,he,he
1711,8,concluded,concluded
1711,9,lustily,lustily
1711,10,",",
1711,11,“,
1711,12,as,as
1711,13,‘,
1711,14,Vladmir,vladmir
1711,15,Tostoff,tostoff
1711,16,’,
1711,17,s,s
1712,0,Jazz,jazz
1712,1,History,history
1712,2,of,of
1712,3,the,the
1712,4,World,world
1712,5,!,
1712,6,’,
1712,7,”,
1714,0,The,the
1714,1,nature,nature
1714,2,of,of
1714,3,Mr.,mr
1714,4,Tostoff,tostoff
1714,5,’,
1714,6,s,s
1714,7,composition,composition
1714,8,eluded,eluded
1714,9,me,me
1714,10,",",
1714,11,because,because
1714,12,just,just
1714,13,as,as
1714,14,it,it
1715,0,began,began
1715,1,my,my
1715,2,eyes,eyes
1715,3,fell,fell
1715,4,on,on
1715,5,Gatsby,gatsby
1715,6,",",
1715,7,standing,standing
1715,8,alone,alone
1715,9,on,on
1715,10,the,the
1715,11,marble,marble
1715,12,steps,steps
1715,13,and,and
1716,0,looking,looking
1716,1,from,from
1716,2,one,one
1716,3,group,group
1716,4,to,to
1716,5,another,another
1716,6,with,with
1716,7,approving,approving
1716,8,eyes,eyes
1716,9,.,
1716,10,His,his
1716,11,tanned,tanned
1716,12,skin,skin
1717,0,was,was
1717,1,drawn,drawn
1717,2,attractively,attractively
1717,3,tight,tight
1717,4,on,on
1717,5,his,his
1717,6,face,face
1717,7,and,and
1717,8,his,his
1717,9,short,short
1717,10,hair,hair
1717,11,looked,looked
1717,12,as,as
1718,0,though,though
1718,1,it,it
1718,2,were,were
1718,3,trimmed,trimmed
1718,4,every,every
1718,5,day,day
1718,6,.,
1718,7,I,i
1718,8,could,could
1718,9,see,see
1718,10,nothing,nothing
1718,11,sinister,sinister
1718,12,about,about
1719,0,him,him
1719,1,.,
1719,2,I,i
1719,3,wondered,wondered
1719,4,if,if
1719,5,the,the
1719,6,fact,fact
1719,7,that,that
1719,8,he,he
1719,9,was,was
1719,10,not,not
1719,11,drinking,drinking
1719,12,helped,helped
1719,13,to,to
1719,14,set,set
1719,15,him,him
1720,0,off,off
1720,1,from,from
1720,2,his,his
1720,3,guests,guests
1720,4,",",
1720,5,for,for
1720,6,it,it
1720,7,seemed,seemed
1720,8,to,to
1720,9,me,me
1720,10,that,that
1720,11,he,he
1720,12,grew,grew
1720,13,more,more
1720,14,correct,correct
1720,15,as,as
1721,0,the,the
1721,1,fraternal,fraternal
1721,2,hilarity,hilarity
1721,3,increased,increased
1721,4,.,
1721,5,When,when
1721,6,the,the
1721,7,“,
1721,8,Jazz,jazz
1721,9,History,history
1721,10,of,of
1721,11,the,the
1721,12,World,world
1721,13,”,
1722,0,was,was
1722,1,over,over
1722,2,",",
1722,3,girls,girls
1722,4,were,were
1722,5,putting,putting
1722,6,their,their
1722,7,heads,heads
1722,8,on,on
1722,9,men,men
1722,10,’,
1722,11,s,s
1722,12,shoulders,shoulders
1722,13,in,in
1722,14,a,a
1723,0,puppyish,puppyish
1723,1,",",
1723,2,convivial,convivial
1723,3,way,way
1723,4,",",
1723,5,girls,girls
1723,6,were,were
1723,7,swooning,swooning
1723,8,backward,backward
1723,9,playfully,playfully
1723,10,into,into
1724,0,men,men
1724,1,’,
1724,2,s,s
1724,3,arms,arms
1724,4,",",
1724,5,even,even
1724,6,into,into
1724,7,groups,groups
1724,8,",",
1724,9,knowing,knowing
1724,10,that,that
1724,11,someone,someone
1724,12,would,would
1724,13,arrest,arrest
1724,14,their,their
1725,0,falls—but,fallsbut
1725,1,no,no
1725,2,one,one
1725,3,swooned,swooned
1725,4,backward,backward
1725,5,on,on
1725,6,Gatsby,gatsby
1725,7,",",
1725,8,and,and
1725,9,no,no
1725,10,French,french
1725,11,bob,bob
1725,12,touched,touched
1726,0,Gatsby,gatsby
1726,1,’,
1726,2,s,s
1726,3,shoulder,shoulder
1726,4,",",
1726,5,and,and
1726,6,no,no
1726,7,singing,singing
1726,8,quartets,quartets
1726,9,were,were
1726,10,formed,formed
1726,11,with,with
1726,12,Gatsby,gatsby
1726,13,’,
1726,14,s,s
1727,0,head,head
1727,1,for,for
1727,2,one,one
1727,3,link,link
1727,4,.,
1729,0,“,
1729,1,I,i
1729,2,beg,beg
1729,3,your,your
1729,4,pardon,pardon
1729,5,.,
1729,6,”,
1731,0,Gatsby,gatsby
1731,1,’,
1731,2,s,s
1731,3,butler,butler
1731,4,was,was
1731,5,suddenly,suddenly
1731,6,standing,standing
1731,7,beside,beside
1731,8,us,us
1731,9,.,
1733,0,“,
1733,1,Miss,miss
1733,2,Baker,baker
1733,3,?,
1733,4,”,
1733,5,he,he
1733,6,inquired,inquired
1733,7,.,
1733,8,“,
1733,9,I,i
1733,10,beg,beg
1733,11,your,your
1733,12,pardon,pardon
1733,13,",",
1733,14,but,but
1733,15,Mr.,mr
1733,16,Gatsby,gatsby
1733,17,would,would
1734,0,like,like
1734,1,to,to
1734,2,speak,speak
1734,3,to,to
1734,4,you,you
1734,5,alone,alone
1734,6,.,
1734,7,”,
1736,0,“,
1736,1,With,with
1736,2,me,me
1736,3,?,
1736,4,”,
1736,5,she,she
1736,6,exclaimed,exclaimed
1736,7,in,in
1736,8,surprise,surprise
1736,9,.,
1738,0,“,
1738,1,Yes,yes
1738,2,",",
1738,3,madame,madame
1738,4,.,
1738,5,”,
1740,0,She,she
1740,1,got,got
1740,2,up,up
1740,3,slowly,slowly
1740,4,",",
1740,5,raising,raising
1740,6,her,her
1740,7,eyebrows,eyebrows
1740,8,at,at
1740,9,me,me
1740,10,in,in
1740,11,astonishment,astonishment
1740,12,",",
1740,13,and,and
1741,0,followed,followed
1741,1,the,the
1741,2,butler,butler
1741,3,toward,toward
1741,4,the,the
1741,5,house,house
1741,6,.,
1741,7,I,i
1741,8,noticed,noticed
1741,9,that,that
1741,10,she,she
1741,11,wore,wore
1741,12,her,her
1742,0,evening-dress,eveningdress
1742,1,",",
1742,2,all,all
1742,3,her,her
1742,4,dresses,dresses
1742,5,",",
1742,6,like,like
1742,7,sports,sports
1742,8,clothes—there,clothesthere
1742,9,was,was
1742,10,a,a
1743,0,jauntiness,jauntiness
1743,1,about,about
1743,2,her,her
1743,3,movements,movements
1743,4,as,as
1743,5,if,if
1743,6,she,she
1743,7,had,had
1743,8,first,first
1743,9,learned,learned
1743,10,to,to
1743,11,walk,walk
1744,0,upon,upon
1744,1,golf,golf
1744,2,courses,courses
1744,3,on,on
1744,4,clean,clean
1744,5,",",
1744,6,crisp,crisp
1744,7,mornings,mornings
1744,8,.,
1746,0,I,i
1746,1,was,was
1746,2,alone,alone
1746,3,and,and
1746,4,it,it
1746,5,was,was
1746,6,almost,almost
1746,7,two,two
1746,8,.,
1746,9,For,for
1746,10,some,some
1746,11,time,time
1746,12,confused,confused
1746,13,and,and
1747,0,intriguing,intriguing
1747,1,sounds,sounds
1747,2,had,had
1747,3,issued,issued
1747,4,from,from
1747,5,a,a
1747,6,long,long
1747,7,",",
1747,8,many-windowed,manywindowed
1747,9,room,room
1747,10,which,which
1748,0,overhung,overhung
1748,1,the,the
1748,2,terrace,terrace
1748,3,.,
1748,4,Eluding,eluding
1748,5,Jordan,jordan
1748,6,’,
1748,7,s,s
1748,8,undergraduate,undergraduate
1748,9,",",
1748,10,who,who
1748,11,was,was
1748,12,now,now
1749,0,engaged,engaged
1749,1,in,in
1749,2,an,an
1749,3,obstetrical,obstetrical
1749,4,conversation,conversation
1749,5,with,with
1749,6,two,two
1749,7,chorus,chorus
1749,8,girls,girls
1749,9,",",
1749,10,and,and
1749,11,who,who
1750,0,implored,implored
1750,1,me,me
1750,2,to,to
1750,3,join,join
1750,4,him,him
1750,5,",",
1750,6,I,i
1750,7,went,went
1750,8,inside,inside
1750,9,.,
1752,0,The,the
1752,1,large,large
1752,2,room,room
1752,3,was,was
1752,4,full,full
1752,5,of,of
1752,6,people,people
1752,7,.,
1752,8,One,one
1752,9,of,of
1752,10,the,the
1752,11,girls,girls
1752,12,in,in
1752,13,yellow,yellow
1752,14,was,was
1753,0,playing,playing
1753,1,the,the
1753,2,piano,piano
1753,3,",",
1753,4,and,and
1753,5,beside,beside
1753,6,her,her
1753,7,stood,stood
1753,8,a,a
1753,9,tall,tall
1753,10,",",
1753,11,red-haired,redhaired
1753,12,young,young
1753,13,lady,lady
1754,0,from,from
1754,1,a,a
1754,2,famous,famous
1754,3,chorus,chorus
1754,4,",",
1754,5,engaged,engaged
1754,6,in,in
1754,7,song,song
1754,8,.,
1754,9,She,she
1754,10,had,had
1754,11,drunk,drunk
1754,12,a,a
1754,13,quantity,quantity
1754,14,of,of
1755,0,champagne,champagne
1755,1,",",
1755,2,and,and
1755,3,during,during
1755,4,the,the
1755,5,course,course
1755,6,of,of
1755,7,her,her
1755,8,song,song
1755,9,she,she
1755,10,had,had
1755,11,decided,decided
1755,12,",",
1755,13,ineptly,ineptly
1755,14,",",
1756,0,that,that
1756,1,everything,everything
1756,2,was,was
1756,3,very,very
1756,4,",",
1756,5,very,very
1756,6,sad—she,sadshe
1756,7,was,was
1756,8,not,not
1756,9,only,only
1756,10,singing,singing
1756,11,",",
1756,12,she,she
1756,13,was,was
1757,0,weeping,weeping
1757,1,too,too
1757,2,.,
1757,3,Whenever,whenever
1757,4,there,there
1757,5,was,was
1757,6,a,a
1757,7,pause,pause
1757,8,in,in
1757,9,the,the
1757,10,song,song
1757,11,she,she
1757,12,filled,filled
1757,13,it,it
1757,14,with,with
1758,0,gasping,gasping
1758,1,",",
1758,2,broken,broken
1758,3,sobs,sobs
1758,4,",",
1758,5,and,and
1758,6,then,then
1758,7,took,took
1758,8,up,up
1758,9,the,the
1758,10,lyric,lyric
1758,11,again,again
1758,12,in,in
1758,13,a,a
1758,14,quavering,quavering
1759,0,soprano,soprano
1759,1,.,
1759,2,The,the
1759,3,tears,tears
1759,4,coursed,coursed
1759,5,down,down
1759,6,her,her
1759,7,cheeks—not,cheeksnot
1759,8,freely,freely
1759,9,",",
1759,10,however,however
1759,11,",",
1759,12,for,for
1760,0,when,when
1760,1,they,they
1760,2,came,came
1760,3,into,into
1760,4,contact,contact
1760,5,with,with
1760,6,her,her
1760,7,heavily,heavily
1760,8,beaded,beaded
