chap_num,para_num,sent_num,token_num,pos_tuple,pos,token_str,term_str,term_id
2,339,0,8,"('windows', 'NNS')",NNS,windows,windows,100
2,339,0,9,"('must', 'MD')",MD,must,must,100
2,339,0,10,"('have', 'VB')",VB,have,have,100
2,339,0,11,"('contributed', 'VBN')",VBN,contributed,contributed,100
2,340,0,0,"('their', 'PRP$')",PRP$,their,their,100
2,340,0,1,"('share', 'NN')",NN,share,share,100
2,340,0,2,"('of', 'IN')",IN,of,of,100
2,340,0,3,"('human', 'JJ')",JJ,human,human,100
2,340,0,4,"('secrecy', 'NN')",NN,secrecy,secrecy,100
2,340,0,5,"('to', 'TO')",TO,to,to,100
2,340,0,6,"('the', 'DT')",DT,the,the,100
2,340,0,7,"('casual', 'JJ')",JJ,casual,casual,100
2,340,0,8,"('watcher', 'NN')",NN,watcher,watcher,100
2,340,0,9,"('in', 'IN')",IN,in,in,100
2,340,0,10,"('the', 'DT')",DT,the,the,100
2,340,0,11,"('darkening', 'NN')",NN,darkening,darkening,100
2,341,0,0,"('streets', 'NNS')",NNS,streets,streets,100
2,341,0,1,"(',', ',')",",",",",,100
2,341,0,2,"('and', 'CC')",CC,and,and,100
2,341,0,3,"('I', 'PRP')",PRP,I,i,100
2,341,0,4,"('saw', 'VBD')",VBD,saw,saw,100
2,341,0,5,"('him', 'PRP')",PRP,him,him,100
2,341,0,6,"('too', 'RB')",RB,too,too,100
2,341,0,7,"(',', ',')",",",",",,100
2,341,0,8,"('looking', 'VBG')",VBG,looking,looking,100
2,341,0,9,"('up', 'RP')",RP,up,up,100
2,341,0,10,"('and', 'CC')",CC,and,and,100
2,341,0,11,"('wondering', 'NN')",NN,wondering,wondering,100
2,341,0,12,"('.', '.')",.,.,,100
2,341,1,0,"('I', 'PRP')",PRP,I,i,100
2,341,1,1,"('was', 'VBD')",VBD,was,was,100
2,341,1,2,"('within', 'IN')",IN,within,within,100
2,341,1,3,"('and', 'CC')",CC,and,and,100
2,342,0,0,"('without', 'IN')",IN,without,without,100
2,342,0,1,"(',', ',')",",",",",,100
2,342,0,2,"('simultaneously', 'RB')",RB,simultaneously,simultaneously,100
2,342,0,3,"('enchanted', 'VBN')",VBN,enchanted,enchanted,100
2,342,0,4,"('and', 'CC')",CC,and,and,100
2,342,0,5,"('repelled', 'VBN')",VBN,repelled,repelled,100
2,342,0,6,"('by', 'IN')",IN,by,by,100
2,342,0,7,"('the', 'DT')",DT,the,the,100
2,342,0,8,"('inexhaustible', 'JJ')",JJ,inexhaustible,inexhaustible,100
2,343,0,0,"('variety', 'NN')",NN,variety,variety,100
2,343,0,1,"('of', 'IN')",IN,of,of,100
2,343,0,2,"('life', 'NN')",NN,life,life,100
2,343,0,3,"('.', '.')",.,.,,100
2,344,0,0,"('Myrtle', 'NNP')",NNP,Myrtle,myrtle,100
2,344,0,1,"('pulled', 'VBD')",VBD,pulled,pulled,100
2,344,0,2,"('her', 'PRP$')",PRP$,her,her,100
2,344,0,3,"('chair', 'NN')",NN,chair,chair,100
2,344,0,4,"('close', 'NN')",NN,close,close,100
2,344,0,5,"('to', 'TO')",TO,to,to,100
2,344,0,6,"('mine', 'VB')",VB,mine,mine,100
2,344,0,7,"(',', ',')",",",",",,100
2,344,0,8,"('and', 'CC')",CC,and,and,100
2,344,0,9,"('suddenly', 'RB')",RB,suddenly,suddenly,100
2,344,0,10,"('her', 'PRP$')",PRP$,her,her,100
2,344,0,11,"('warm', 'JJ')",JJ,warm,warm,100
2,344,0,12,"('breath', 'NN')",NN,breath,breath,100
2,345,0,0,"('poured', 'VBN')",VBN,poured,poured,100
2,345,0,1,"('over', 'IN')",IN,over,over,100
2,345,0,2,"('me', 'PRP')",PRP,me,me,100
2,345,0,3,"('the', 'DT')",DT,the,the,100
2,345,0,4,"('story', 'NN')",NN,story,story,100
2,345,0,5,"('of', 'IN')",IN,of,of,100
2,345,0,6,"('her', 'PRP$')",PRP$,her,her,100
2,345,0,7,"('first', 'JJ')",JJ,first,first,100
2,345,0,8,"('meeting', 'NN')",NN,meeting,meeting,100
2,345,0,9,"('with', 'IN')",IN,with,with,100
2,345,0,10,"('Tom', 'NNP')",NNP,Tom,tom,100
2,345,0,11,"('.', '.')",.,.,,100
2,346,0,0,"('“', 'NN')",NN,“,,100
2,346,0,1,"('It', 'PRP')",PRP,It,it,100
2,346,0,2,"('was', 'VBD')",VBD,was,was,100
2,346,0,3,"('on', 'IN')",IN,on,on,100
2,346,0,4,"('the', 'DT')",DT,the,the,100
2,346,0,5,"('two', 'CD')",CD,two,two,100
2,346,0,6,"('little', 'JJ')",JJ,little,little,100
2,346,0,7,"('seats', 'NNS')",NNS,seats,seats,100
2,346,0,8,"('facing', 'VBG')",VBG,facing,facing,100
2,346,0,9,"('each', 'DT')",DT,each,each,100
2,346,0,10,"('other', 'JJ')",JJ,other,other,100
2,346,0,11,"('that', 'WDT')",WDT,that,that,100
2,346,0,12,"('are', 'VBP')",VBP,are,are,100
2,346,0,13,"('always', 'RB')",RB,always,always,100
2,346,0,14,"('the', 'DT')",DT,the,the,100
2,347,0,0,"('last', 'JJ')",JJ,last,last,100
2,347,0,1,"('ones', 'NNS')",NNS,ones,ones,100
2,347,0,2,"('left', 'VBD')",VBD,left,left,100
2,347,0,3,"('on', 'IN')",IN,on,on,100
2,347,0,4,"('the', 'DT')",DT,the,the,100
2,347,0,5,"('train', 'NN')",NN,train,train,100
2,347,0,6,"('.', '.')",.,.,,100
2,347,1,0,"('I', 'PRP')",PRP,I,i,100
2,347,1,1,"('was', 'VBD')",VBD,was,was,100
2,347,1,2,"('going', 'VBG')",VBG,going,going,100
2,347,1,3,"('up', 'RB')",RB,up,up,100
2,347,1,4,"('to', 'TO')",TO,to,to,100
2,347,1,5,"('New', 'NNP')",NNP,New,new,100
2,347,1,6,"('York', 'NNP')",NNP,York,york,100
2,347,1,7,"('to', 'TO')",TO,to,to,100
2,347,1,8,"('see', 'VB')",VB,see,see,100
2,347,1,9,"('my', 'PRP$')",PRP$,my,my,100
2,348,0,0,"('sister', 'NN')",NN,sister,sister,100
2,348,0,1,"('and', 'CC')",CC,and,and,100
2,348,0,2,"('spend', 'VB')",VB,spend,spend,100
2,348,0,3,"('the', 'DT')",DT,the,the,100
2,348,0,4,"('night', 'NN')",NN,night,night,100
2,348,0,5,"('.', '.')",.,.,,100
2,348,1,0,"('He', 'PRP')",PRP,He,he,100
2,348,1,1,"('had', 'VBD')",VBD,had,had,100
2,348,1,2,"('on', 'IN')",IN,on,on,100
2,348,1,3,"('a', 'DT')",DT,a,a,100
2,348,1,4,"('dress', 'NN')",NN,dress,dress,100
2,348,1,5,"('suit', 'NN')",NN,suit,suit,100
2,348,1,6,"('and', 'CC')",CC,and,and,100
2,348,1,7,"('patent', 'NN')",NN,patent,patent,100
2,348,1,8,"('leather', 'NN')",NN,leather,leather,100
2,349,0,0,"('shoes', 'NNS')",NNS,shoes,shoes,100
2,349,0,1,"(',', ',')",",",",",,100
2,349,0,2,"('and', 'CC')",CC,and,and,100
2,349,0,3,"('I', 'PRP')",PRP,I,i,100
2,349,0,4,"('couldn', 'VBP')",VBP,couldn,couldn,100
2,349,0,5,"('’', 'JJ')",JJ,’,,100
2,349,0,6,"('t', 'NN')",NN,t,t,100
2,349,0,7,"('keep', 'VB')",VB,keep,keep,100
2,349,0,8,"('my', 'PRP$')",PRP$,my,my,100
2,349,0,9,"('eyes', 'NNS')",NNS,eyes,eyes,100
2,349,0,10,"('off', 'IN')",IN,off,off,100
2,349,0,11,"('him', 'PRP')",PRP,him,him,100
2,349,0,12,"(',', ',')",",",",",,100
2,349,0,13,"('but', 'CC')",CC,but,but,100
2,349,0,14,"('every', 'DT')",DT,every,every,100
2,349,0,15,"('time', 'NN')",NN,time,time,100
2,349,0,16,"('he', 'PRP')",PRP,he,he,100
2,349,0,17,"('looked', 'VBD')",VBD,looked,looked,100
2,350,0,0,"('at', 'IN')",IN,at,at,100
2,350,0,1,"('me', 'PRP')",PRP,me,me,100
2,350,0,2,"('I', 'PRP')",PRP,I,i,100
2,350,0,3,"('had', 'VBD')",VBD,had,had,100
2,350,0,4,"('to', 'TO')",TO,to,to,100
2,350,0,5,"('pretend', 'VB')",VB,pretend,pretend,100
2,350,0,6,"('to', 'TO')",TO,to,to,100
2,350,0,7,"('be', 'VB')",VB,be,be,100
2,350,0,8,"('looking', 'VBG')",VBG,looking,looking,100
2,350,0,9,"('at', 'IN')",IN,at,at,100
2,350,0,10,"('the', 'DT')",DT,the,the,100
2,350,0,11,"('advertisement', 'NN')",NN,advertisement,advertisement,100
2,350,0,12,"('over', 'IN')",IN,over,over,100
2,350,0,13,"('his', 'PRP$')",PRP$,his,his,100
2,351,0,0,"('head', 'NN')",NN,head,head,100
2,351,0,1,"('.', '.')",.,.,,100
2,351,1,0,"('When', 'WRB')",WRB,When,when,100
2,351,1,1,"('we', 'PRP')",PRP,we,we,100
2,351,1,2,"('came', 'VBD')",VBD,came,came,100
2,351,1,3,"('into', 'IN')",IN,into,into,100
2,351,1,4,"('the', 'DT')",DT,the,the,100
2,351,1,5,"('station', 'NN')",NN,station,station,100
2,351,1,6,"('he', 'PRP')",PRP,he,he,100
2,351,1,7,"('was', 'VBD')",VBD,was,was,100
2,351,1,8,"('next', 'JJ')",JJ,next,next,100
2,351,1,9,"('to', 'TO')",TO,to,to,100
2,351,1,10,"('me', 'PRP')",PRP,me,me,100
2,351,1,11,"(',', ',')",",",",",,100
2,351,1,12,"('and', 'CC')",CC,and,and,100
2,351,1,13,"('his', 'PRP$')",PRP$,his,his,100
2,351,1,14,"('white', 'JJ')",JJ,white,white,100
2,352,0,0,"('shirtfront', 'NN')",NN,shirtfront,shirtfront,100
2,352,0,1,"('pressed', 'VBN')",VBN,pressed,pressed,100
2,352,0,2,"('against', 'IN')",IN,against,against,100
2,352,0,3,"('my', 'PRP$')",PRP$,my,my,100
2,352,0,4,"('arm', 'NN')",NN,arm,arm,100
2,352,0,5,"(',', ',')",",",",",,100
2,352,0,6,"('and', 'CC')",CC,and,and,100
2,352,0,7,"('so', 'RB')",RB,so,so,100
2,352,0,8,"('I', 'PRP')",PRP,I,i,100
2,352,0,9,"('told', 'VBD')",VBD,told,told,100
2,352,0,10,"('him', 'PRP')",PRP,him,him,100
2,352,0,11,"('I', 'PRP')",PRP,I,i,100
2,352,0,12,"('’', 'VBP')",VBP,’,,100
2,352,0,13,"('d', 'RB')",RB,d,d,100
2,352,0,14,"('have', 'VBP')",VBP,have,have,100
2,352,0,15,"('to', 'TO')",TO,to,to,100
2,352,0,16,"('call', 'VB')",VB,call,call,100
2,353,0,0,"('a', 'DT')",DT,a,a,100
2,353,0,1,"('policeman', 'NN')",NN,policeman,policeman,100
2,353,0,2,"(',', ',')",",",",",,100
2,353,0,3,"('but', 'CC')",CC,but,but,100
2,353,0,4,"('he', 'PRP')",PRP,he,he,100
2,353,0,5,"('knew', 'VBD')",VBD,knew,knew,100
2,353,0,6,"('I', 'PRP')",PRP,I,i,100
2,353,0,7,"('lied', 'VBD')",VBD,lied,lied,100
2,353,0,8,"('.', '.')",.,.,,100
2,353,1,0,"('I', 'PRP')",PRP,I,i,100
2,353,1,1,"('was', 'VBD')",VBD,was,was,100
2,353,1,2,"('so', 'RB')",RB,so,so,100
2,353,1,3,"('excited', 'JJ')",JJ,excited,excited,100
2,353,1,4,"('that', 'IN')",IN,that,that,100
2,353,1,5,"('when', 'WRB')",WRB,when,when,100
2,353,1,6,"('I', 'PRP')",PRP,I,i,100
2,353,1,7,"('got', 'VBD')",VBD,got,got,100
2,353,1,8,"('into', 'IN')",IN,into,into,100
2,354,0,0,"('a', 'DT')",DT,a,a,100
2,354,0,1,"('taxi', 'NN')",NN,taxi,taxi,100
2,354,0,2,"('with', 'IN')",IN,with,with,100
2,354,0,3,"('him', 'PRP')",PRP,him,him,100
2,354,0,4,"('I', 'PRP')",PRP,I,i,100
2,354,0,5,"('didn', 'VBP')",VBP,didn,didn,100
2,354,0,6,"('’', 'JJ')",JJ,’,,100
2,354,0,7,"('t', 'NN')",NN,t,t,100
2,354,0,8,"('hardly', 'RB')",RB,hardly,hardly,100
2,354,0,9,"('know', 'VBP')",VBP,know,know,100
2,354,0,10,"('I', 'PRP')",PRP,I,i,100
2,354,0,11,"('wasn', 'VBP')",VBP,wasn,wasn,100
2,354,0,12,"('’', 'JJ')",JJ,’,,100
2,354,0,13,"('t', 'NN')",NN,t,t,100
2,354,0,14,"('getting', 'VBG')",VBG,getting,getting,100
2,354,0,15,"('into', 'IN')",IN,into,into,100
2,354,0,16,"('a', 'DT')",DT,a,a,100
2,354,0,17,"('subway', 'NN')",NN,subway,subway,100
2,355,0,0,"('train', 'NN')",NN,train,train,100
2,355,0,1,"('.', '.')",.,.,,100
2,355,1,0,"('All', 'DT')",DT,All,all,100
2,355,1,1,"('I', 'PRP')",PRP,I,i,100
2,355,1,2,"('kept', 'VBD')",VBD,kept,kept,100
2,355,1,3,"('thinking', 'VBG')",VBG,thinking,thinking,100
2,355,1,4,"('about', 'RB')",RB,about,about,100
2,355,1,5,"(',', ',')",",",",",,100
2,355,1,6,"('over', 'IN')",IN,over,over,100
2,355,1,7,"('and', 'CC')",CC,and,and,100
2,355,1,8,"('over', 'IN')",IN,over,over,100
2,355,1,9,"(',', ',')",",",",",,100
2,355,1,10,"('was', 'VBD')",VBD,was,was,100
2,355,1,11,"('‘', 'IN')",IN,‘,,100
2,355,1,12,"('You', 'PRP')",PRP,You,you,100
2,355,1,13,"('can', 'MD')",MD,can,can,100
2,355,1,14,"('’', 'VB')",VB,’,,100
2,355,1,15,"('t', 'JJ')",JJ,t,t,100
2,355,1,16,"('live', 'JJ')",JJ,live,live,100
2,356,0,0,"('forever', 'RB')",RB,forever,forever,100
2,356,0,1,"(';', ':')",:,;,,100
2,356,0,2,"('you', 'PRP')",PRP,you,you,100
2,356,0,3,"('can', 'MD')",MD,can,can,100
2,356,0,4,"('’', 'VB')",VB,’,,100
2,356,0,5,"('t', 'JJ')",JJ,t,t,100
2,356,0,6,"('live', 'JJ')",JJ,live,live,100
2,356,0,7,"('forever.', 'NN')",NN,forever.,forever,100
2,356,0,8,"('’', 'NNP')",NNP,’,,100
2,356,0,9,"('”', 'NN')",NN,”,,100
2,357,0,0,"('She', 'PRP')",PRP,She,she,100
2,357,0,1,"('turned', 'VBD')",VBD,turned,turned,100
2,357,0,2,"('to', 'TO')",TO,to,to,100
2,357,0,3,"('Mrs.', 'NNP')",NNP,Mrs.,mrs,100
2,357,0,4,"('McKee', 'NNP')",NNP,McKee,mckee,100
2,357,0,5,"('and', 'CC')",CC,and,and,100
2,357,0,6,"('the', 'DT')",DT,the,the,100
2,357,0,7,"('room', 'NN')",NN,room,room,100
2,357,0,8,"('rang', 'VBZ')",VBZ,rang,rang,100
2,357,0,9,"('full', 'JJ')",JJ,full,full,100
2,357,0,10,"('of', 'IN')",IN,of,of,100
2,357,0,11,"('her', 'PRP$')",PRP$,her,her,100
2,357,0,12,"('artificial', 'JJ')",JJ,artificial,artificial,100
2,358,0,0,"('laughter', 'NN')",NN,laughter,laughter,100
2,358,0,1,"('.', '.')",.,.,,100
2,359,0,0,"('“', 'VB')",VB,“,,100
2,359,0,1,"('My', 'PRP$')",PRP$,My,my,100
2,359,0,2,"('dear', 'NN')",NN,dear,dear,100
2,359,0,3,"(',', ',')",",",",",,100
2,359,0,4,"('”', 'NNP')",NNP,”,,100
2,359,0,5,"('she', 'PRP')",PRP,she,she,100
2,359,0,6,"('cried', 'VBD')",VBD,cried,cried,100
2,359,0,7,"(',', ',')",",",",",,100
2,359,0,8,"('“', 'FW')",FW,“,,100
2,359,0,9,"('I', 'PRP')",PRP,I,i,100
2,359,0,10,"('’', 'VBP')",VBP,’,,100
2,359,0,11,"('m', 'RB')",RB,m,m,100
2,359,0,12,"('going', 'VBG')",VBG,going,going,100
2,359,0,13,"('to', 'TO')",TO,to,to,100
2,359,0,14,"('give', 'VB')",VB,give,give,100
2,359,0,15,"('you', 'PRP')",PRP,you,you,100
2,359,0,16,"('this', 'DT')",DT,this,this,100
2,359,0,17,"('dress', 'NN')",NN,dress,dress,100
2,359,0,18,"('as', 'RB')",RB,as,as,100
2,359,0,19,"('soon', 'RB')",RB,soon,soon,100
2,359,0,20,"('as', 'IN')",IN,as,as,100
2,359,0,21,"('I', 'PRP')",PRP,I,i,100
2,359,0,22,"('’', 'VBP')",VBP,’,,100
2,359,0,23,"('m', 'NNS')",NNS,m,m,100
2,360,0,0,"('through', 'IN')",IN,through,through,100
2,360,0,1,"('with', 'IN')",IN,with,with,100
2,360,0,2,"('it', 'PRP')",PRP,it,it,100
2,360,0,3,"('.', '.')",.,.,,100
2,360,1,0,"('I', 'PRP')",PRP,I,i,100
2,360,1,1,"('’', 'VBP')",VBP,’,,100
2,360,1,2,"('ve', 'JJ')",JJ,ve,ve,100
2,360,1,3,"('got', 'VBD')",VBD,got,got,100
2,360,1,4,"('to', 'TO')",TO,to,to,100
2,360,1,5,"('get', 'VB')",VB,get,get,100
2,360,1,6,"('another', 'DT')",DT,another,another,100
2,360,1,7,"('one', 'CD')",CD,one,one,100
2,360,1,8,"('tomorrow', 'NN')",NN,tomorrow,tomorrow,100
2,360,1,9,"('.', '.')",.,.,,100
2,360,2,0,"('I', 'PRP')",PRP,I,i,100
2,360,2,1,"('’', 'VBP')",VBP,’,,100
2,360,2,2,"('m', 'RB')",RB,m,m,100
2,360,2,3,"('going', 'VBG')",VBG,going,going,100
2,360,2,4,"('to', 'TO')",TO,to,to,100
2,361,0,0,"('make', 'VB')",VB,make,make,100
2,361,0,1,"('a', 'DT')",DT,a,a,100
2,361,0,2,"('list', 'NN')",NN,list,list,100
2,361,0,3,"('of', 'IN')",IN,of,of,100
2,361,0,4,"('all', 'PDT')",PDT,all,all,100
2,361,0,5,"('the', 'DT')",DT,the,the,100
2,361,0,6,"('things', 'NNS')",NNS,things,things,100
2,361,0,7,"('I', 'PRP')",PRP,I,i,100
2,361,0,8,"('’', 'VBP')",VBP,’,,100
2,361,0,9,"('ve', 'JJ')",JJ,ve,ve,100
2,361,0,10,"('got', 'VBD')",VBD,got,got,100
2,361,0,11,"('to', 'TO')",TO,to,to,100
2,361,0,12,"('get', 'VB')",VB,get,get,100
2,361,0,13,"('.', '.')",.,.,,100
2,361,1,0,"('A', 'DT')",DT,A,a,100
2,361,1,1,"('massage', 'NN')",NN,massage,massage,100
2,361,1,2,"('and', 'CC')",CC,and,and,100
2,361,1,3,"('a', 'DT')",DT,a,a,100
2,361,1,4,"('wave', 'NN')",NN,wave,wave,100
2,361,1,5,"(',', ',')",",",",",,100
2,362,0,0,"('and', 'CC')",CC,and,and,100
2,362,0,1,"('a', 'DT')",DT,a,a,100
2,362,0,2,"('collar', 'NN')",NN,collar,collar,100
2,362,0,3,"('for', 'IN')",IN,for,for,100
2,362,0,4,"('the', 'DT')",DT,the,the,100
2,362,0,5,"('dog', 'NN')",NN,dog,dog,100
2,362,0,6,"(',', ',')",",",",",,100
2,362,0,7,"('and', 'CC')",CC,and,and,100
2,362,0,8,"('one', 'CD')",CD,one,one,100
2,362,0,9,"('of', 'IN')",IN,of,of,100
2,362,0,10,"('those', 'DT')",DT,those,those,100
2,362,0,11,"('cute', 'JJ')",JJ,cute,cute,100
2,362,0,12,"('little', 'JJ')",JJ,little,little,100
2,362,0,13,"('ashtrays', 'NNS')",NNS,ashtrays,ashtrays,100
2,362,0,14,"('where', 'WRB')",WRB,where,where,100
2,363,0,0,"('you', 'PRP')",PRP,you,you,100
2,363,0,1,"('touch', 'VBP')",VBP,touch,touch,100
2,363,0,2,"('a', 'DT')",DT,a,a,100
2,363,0,3,"('spring', 'NN')",NN,spring,spring,100
2,363,0,4,"(',', ',')",",",",",,100
2,363,0,5,"('and', 'CC')",CC,and,and,100
2,363,0,6,"('a', 'DT')",DT,a,a,100
2,363,0,7,"('wreath', 'NN')",NN,wreath,wreath,100
2,363,0,8,"('with', 'IN')",IN,with,with,100
2,363,0,9,"('a', 'DT')",DT,a,a,100
2,363,0,10,"('black', 'JJ')",JJ,black,black,100
2,363,0,11,"('silk', 'NN')",NN,silk,silk,100
2,363,0,12,"('bow', 'NN')",NN,bow,bow,100
2,363,0,13,"('for', 'IN')",IN,for,for,100
2,363,0,14,"('mother', 'NN')",NN,mother,mother,100
2,363,0,15,"('’', 'CD')",CD,’,,100
2,363,0,16,"('s', 'NN')",NN,s,s,100
2,364,0,0,"('grave', 'NN')",NN,grave,grave,100
2,364,0,1,"('that', 'WDT')",WDT,that,that,100
2,364,0,2,"('’', 'VBZ')",VBZ,’,,100
2,364,0,3,"('ll', 'JJR')",JJR,ll,ll,100
2,364,0,4,"('last', 'JJ')",JJ,last,last,100
2,364,0,5,"('all', 'DT')",DT,all,all,100
2,364,0,6,"('summer', 'NN')",NN,summer,summer,100
2,364,0,7,"('.', '.')",.,.,,100
2,364,1,0,"('I', 'PRP')",PRP,I,i,100
2,364,1,1,"('got', 'VBD')",VBD,got,got,100
2,364,1,2,"('to', 'TO')",TO,to,to,100
2,364,1,3,"('write', 'VB')",VB,write,write,100
2,364,1,4,"('down', 'RP')",RP,down,down,100
2,364,1,5,"('a', 'DT')",DT,a,a,100
2,364,1,6,"('list', 'NN')",NN,list,list,100
2,364,1,7,"('so', 'IN')",IN,so,so,100
2,364,1,8,"('I', 'PRP')",PRP,I,i,100
2,364,1,9,"('won', 'VBD')",VBD,won,won,100
2,364,1,10,"('’', 'NNP')",NNP,’,,100
2,364,1,11,"('t', 'NN')",NN,t,t,100
2,365,0,0,"('forget', 'VB')",VB,forget,forget,100
2,365,0,1,"('all', 'PDT')",PDT,all,all,100
2,365,0,2,"('the', 'DT')",DT,the,the,100
2,365,0,3,"('things', 'NNS')",NNS,things,things,100
2,365,0,4,"('I', 'PRP')",PRP,I,i,100
2,365,0,5,"('got', 'VBD')",VBD,got,got,100
2,365,0,6,"('to', 'TO')",TO,to,to,100
2,365,0,7,"('do', 'VB')",VB,do,do,100
2,365,0,8,"('.', '.')",.,.,,100
2,365,0,9,"('”', 'VB')",VB,”,,100
2,366,0,0,"('It', 'PRP')",PRP,It,it,100
2,366,0,1,"('was', 'VBD')",VBD,was,was,100
2,366,0,2,"('nine', 'CD')",CD,nine,nine,100
2,366,0,3,"('o', 'JJ')",JJ,o,o,100
2,366,0,4,"('’', 'FW')",FW,’,,100
2,366,0,5,"('clock—almost', 'NN')",NN,clock—almost,clockalmost,100
2,366,0,6,"('immediately', 'RB')",RB,immediately,immediately,100
2,366,0,7,"('afterward', 'RB')",RB,afterward,afterward,100
2,366,0,8,"('I', 'PRP')",PRP,I,i,100
2,366,0,9,"('looked', 'VBD')",VBD,looked,looked,100
2,366,0,10,"('at', 'IN')",IN,at,at,100
2,366,0,11,"('my', 'PRP$')",PRP$,my,my,100
2,366,0,12,"('watch', 'NN')",NN,watch,watch,100
2,367,0,0,"('and', 'CC')",CC,and,and,100
2,367,0,1,"('found', 'VBD')",VBD,found,found,100
2,367,0,2,"('it', 'PRP')",PRP,it,it,100
2,367,0,3,"('was', 'VBD')",VBD,was,was,100
2,367,0,4,"('ten', 'VBN')",VBN,ten,ten,100
2,367,0,5,"('.', '.')",.,.,,100
2,367,1,0,"('Mr.', 'NNP')",NNP,Mr.,mr,100
2,367,1,1,"('McKee', 'NNP')",NNP,McKee,mckee,100
2,367,1,2,"('was', 'VBD')",VBD,was,was,100
2,367,1,3,"('asleep', 'RB')",RB,asleep,asleep,100
2,367,1,4,"('on', 'IN')",IN,on,on,100
2,367,1,5,"('a', 'DT')",DT,a,a,100
2,367,1,6,"('chair', 'NN')",NN,chair,chair,100
2,367,1,7,"('with', 'IN')",IN,with,with,100
2,367,1,8,"('his', 'PRP$')",PRP$,his,his,100
2,367,1,9,"('fists', 'NNS')",NNS,fists,fists,100
2,368,0,0,"('clenched', 'VBN')",VBN,clenched,clenched,100
2,368,0,1,"('in', 'IN')",IN,in,in,100
2,368,0,2,"('his', 'PRP$')",PRP$,his,his,100
2,368,0,3,"('lap', 'NN')",NN,lap,lap,100
2,368,0,4,"(',', ',')",",",",",,100
2,368,0,5,"('like', 'IN')",IN,like,like,100
2,368,0,6,"('a', 'DT')",DT,a,a,100
2,368,0,7,"('photograph', 'NN')",NN,photograph,photograph,100
2,368,0,8,"('of', 'IN')",IN,of,of,100
2,368,0,9,"('a', 'DT')",DT,a,a,100
2,368,0,10,"('man', 'NN')",NN,man,man,100
2,368,0,11,"('of', 'IN')",IN,of,of,100
2,368,0,12,"('action', 'NN')",NN,action,action,100
2,368,0,13,"('.', '.')",.,.,,100
2,368,1,0,"('Taking', 'VBG')",VBG,Taking,taking,100
2,368,1,1,"('out', 'RP')",RP,out,out,100
2,369,0,0,"('my', 'PRP$')",PRP$,my,my,100
2,369,0,1,"('handkerchief', 'NN')",NN,handkerchief,handkerchief,100
2,369,0,2,"('I', 'PRP')",PRP,I,i,100
2,369,0,3,"('wiped', 'VBD')",VBD,wiped,wiped,100
2,369,0,4,"('from', 'IN')",IN,from,from,100
2,369,0,5,"('his', 'PRP$')",PRP$,his,his,100
2,369,0,6,"('cheek', 'NN')",NN,cheek,cheek,100
2,369,0,7,"('the', 'DT')",DT,the,the,100
2,369,0,8,"('spot', 'NN')",NN,spot,spot,100
2,369,0,9,"('of', 'IN')",IN,of,of,100
2,369,0,10,"('dried', 'JJ')",JJ,dried,dried,100
2,369,0,11,"('lather', 'NN')",NN,lather,lather,100
2,369,0,12,"('that', 'WDT')",WDT,that,that,100
2,370,0,0,"('had', 'VBD')",VBD,had,had,100
2,370,0,1,"('worried', 'VBN')",VBN,worried,worried,100
2,370,0,2,"('me', 'PRP')",PRP,me,me,100
2,370,0,3,"('all', 'PDT')",PDT,all,all,100
2,370,0,4,"('the', 'DT')",DT,the,the,100
2,370,0,5,"('afternoon', 'NN')",NN,afternoon,afternoon,100
2,370,0,6,"('.', '.')",.,.,,100
2,371,0,0,"('The', 'DT')",DT,The,the,100
2,371,0,1,"('little', 'JJ')",JJ,little,little,100
2,371,0,2,"('dog', 'NN')",NN,dog,dog,100
2,371,0,3,"('was', 'VBD')",VBD,was,was,100
2,371,0,4,"('sitting', 'VBG')",VBG,sitting,sitting,100
2,371,0,5,"('on', 'IN')",IN,on,on,100
2,371,0,6,"('the', 'DT')",DT,the,the,100
2,371,0,7,"('table', 'NN')",NN,table,table,100
2,371,0,8,"('looking', 'VBG')",VBG,looking,looking,100
2,371,0,9,"('with', 'IN')",IN,with,with,100
2,371,0,10,"('blind', 'JJ')",JJ,blind,blind,100
2,371,0,11,"('eyes', 'NNS')",NNS,eyes,eyes,100
2,372,0,0,"('through', 'IN')",IN,through,through,100
2,372,0,1,"('the', 'DT')",DT,the,the,100
2,372,0,2,"('smoke', 'NN')",NN,smoke,smoke,100
2,372,0,3,"(',', ',')",",",",",,100
2,372,0,4,"('and', 'CC')",CC,and,and,100
2,372,0,5,"('from', 'IN')",IN,from,from,100
2,372,0,6,"('time', 'NN')",NN,time,time,100
2,372,0,7,"('to', 'TO')",TO,to,to,100
2,372,0,8,"('time', 'NN')",NN,time,time,100
2,372,0,9,"('groaning', 'VBG')",VBG,groaning,groaning,100
2,372,0,10,"('faintly', 'RB')",RB,faintly,faintly,100
2,372,0,11,"('.', '.')",.,.,,100
2,372,1,0,"('People', 'NNS')",NNS,People,people,100
2,373,0,0,"('disappeared', 'VBN')",VBN,disappeared,disappeared,100
2,373,0,1,"(',', ',')",",",",",,100
2,373,0,2,"('reappeared', 'VBN')",VBN,reappeared,reappeared,100
2,373,0,3,"(',', ',')",",",",",,100
2,373,0,4,"('made', 'VBN')",VBN,made,made,100
2,373,0,5,"('plans', 'NNS')",NNS,plans,plans,100
